TMDT,F24_F,F24_T
8/4/2021 0:00,0,-1
8/4/2021 0:05,0,-1
8/4/2021 0:10,0,-1
8/4/2021 0:15,0,-1
8/4/2021 0:20,0,-1
8/4/2021 0:25,0,-1
8/4/2021 0:30,0,-1
8/4/2021 0:35,0,-1
8/4/2021 0:40,0,-1
8/4/2021 0:45,0,-1
8/4/2021 0:50,0,-1
8/4/2021 0:55,0,-1
8/4/2021 1:00,0,-1
8/4/2021 1:05,0,-1
8/4/2021 1:10,0,-1
8/4/2021 1:15,1.175631,0.05128205
8/4/2021 1:20,1.201477,0.1257631
8/4/2021 1:25,1.213292,0.08913309
8/4/2021 1:30,1.210338,0.07936508
8/4/2021 1:35,1.213292,0.07203908
8/4/2021 1:40,1.214031,0.06593407
8/4/2021 1:45,1.215508,0.06227106
8/4/2021 1:50,1.215508,0.05982906
8/4/2021 1:55,1.214031,0.05738706
8/4/2021 2:00,1.213292,0.05616606
8/4/2021 2:05,1.214769,0.05494506
8/4/2021 2:10,1.215508,0.05372405
8/4/2021 2:15,1.216985,0.05250305
8/4/2021 2:20,1.215508,0.05128205
8/4/2021 2:25,1.216246,0.05006105
8/4/2021 2:30,1.212554,0.05006105
8/4/2021 2:35,1.215508,0.04884005
8/4/2021 2:40,1.216246,0.04761905
8/4/2021 2:45,1.218462,0.04639805
8/4/2021 2:50,1.215508,0.04639805
8/4/2021 2:55,1.217723,0.04517705
8/4/2021 3:00,1.214769,0.04517705
8/4/2021 3:05,1.212554,0.04395605
8/4/2021 3:10,1.212554,0.04395605
8/4/2021 3:15,1.211077,0.04273504
8/4/2021 3:20,1.208862,0.04151404
8/4/2021 3:25,1.207385,0.04151404
8/4/2021 3:30,1.208862,0.04029304
8/4/2021 3:35,1.208862,0.04029304
8/4/2021 3:40,1.208123,0.03907204
8/4/2021 3:45,1.207385,0.03785104
8/4/2021 3:50,1.205908,0.03785104
8/4/2021 3:55,1.202954,0.03785104
8/4/2021 4:00,1.198523,0.03785104
8/4/2021 4:05,1.201477,0.03663004
8/4/2021 4:10,1.200738,0.03663004
8/4/2021 4:15,1.199262,0.03663004
8/4/2021 4:20,1.202954,0.03540904
8/4/2021 4:25,1.2,0.03540904
8/4/2021 4:30,1.203692,0.03540904
8/4/2021 4:35,1.202954,0.03540904
8/4/2021 4:40,1.197785,0.03540904
8/4/2021 4:45,1.197785,0.03540904
8/4/2021 4:50,1.201477,0.03540904
8/4/2021 4:55,1.200738,0.03540904
8/4/2021 5:00,1.202954,0.03540904
8/4/2021 5:05,1.198523,0.03540904
8/4/2021 5:10,1.201477,0.03540904
8/4/2021 5:15,1.201477,0.03540904
8/4/2021 5:20,1.201477,0.03540904
8/4/2021 5:25,1.201477,0.03540904
8/4/2021 5:30,1.201477,0.03540904
8/4/2021 5:35,1.205908,0.03540904
8/4/2021 5:40,1.206646,0.03540904
8/4/2021 5:45,1.205908,0.03540904
8/4/2021 5:50,1.208123,0.03540904
8/4/2021 5:55,1.208862,0.03540904
8/4/2021 6:00,1.2096,0.03540904
8/4/2021 6:05,1.208862,0.03540904
8/4/2021 6:10,1.207385,0.03540904
8/4/2021 6:15,1.206646,0.03540904
8/4/2021 6:20,1.207385,0.03540904
8/4/2021 6:25,1.204431,0.03540904
8/4/2021 6:30,1.207385,0.03540904
8/4/2021 6:35,1.204431,0.03540904
8/4/2021 6:40,1.206646,0.03540904
8/4/2021 6:45,1.208123,0.03540904
8/4/2021 6:50,1.207385,0.03540904
8/4/2021 6:55,1.207385,0.03540904
8/4/2021 7:00,1.208862,0.03540904
8/4/2021 7:05,1.203692,0.03540904
8/4/2021 7:10,1.205908,0.03540904
8/4/2021 7:15,1.205908,0.03540904
8/4/2021 7:20,1.206646,0.03540904
8/4/2021 7:25,1.206646,0.03540904
8/4/2021 7:30,1.208123,0.03540904
8/4/2021 7:35,1.2096,0.03540904
8/4/2021 7:40,1.208862,0.03540904
8/4/2021 7:45,1.207385,0.03540904
8/4/2021 7:50,1.210338,0.03540904
8/4/2021 7:55,1.207385,0.03540904
8/4/2021 8:00,1.211077,0.03540904
8/4/2021 8:05,1.2096,0.03540904
8/4/2021 8:10,1.211815,0.03540904
8/4/2021 8:15,1.211077,0.03540904
8/4/2021 8:20,1.213292,0.03540904
8/4/2021 8:25,1.210338,0.03540904
8/4/2021 8:30,1.211815,0.03540904
8/4/2021 8:35,1.212554,0.03540904
8/4/2021 8:40,1.211077,0.03540904
8/4/2021 8:45,1.213292,0.03540904
8/4/2021 8:50,1.213292,0.03540904
8/4/2021 8:55,1.213292,0.03540904
8/4/2021 9:00,1.214769,0.03540904
8/4/2021 9:05,1.2192,0.03540904
8/4/2021 9:10,1.216985,0.03540904
8/4/2021 9:15,1.2192,0.03540904
8/4/2021 9:20,1.2192,0.03540904
8/4/2021 9:25,1.219938,0.03540904
8/4/2021 9:30,1.222154,0.03540904
8/4/2021 9:35,1.222154,0.03540904
8/4/2021 9:40,1.220677,0.03540904
8/4/2021 9:45,1.225846,0.03540904
8/4/2021 9:50,1.224369,0.03540904
8/4/2021 9:55,1.217723,0.03540904
8/4/2021 10:00,1.191877,0.03540904
8/4/2021 10:05,1.186708,0.03540904
8/4/2021 10:10,1.188184,0.03540904
8/4/2021 10:15,1.188184,0.03540904
8/4/2021 10:20,1.191138,0.03540904
8/4/2021 10:25,1.191877,0.03540904
8/4/2021 10:30,1.191877,0.03540904
8/4/2021 10:35,1.188184,0.03540904
8/4/2021 10:40,1.194831,0.03540904
8/4/2021 10:45,1.194831,0.03540904
8/4/2021 10:50,1.202215,0.03540904
8/4/2021 10:55,1.202954,0.03540904
