Record Index,Date,Time,Cnts 1,Cnts 2,Cnts 3,Cnts 4,Cnts 5,Cnts 6,Cnts 7,Cnts 8,Cnts 9,Total Cnts,PPB 1,PPB 2,PPB 3,PPB 4,PPB 5,PPB 6,PPB 7,PPB 8,PPB 9,Total PPB,Flow Rate,Cell Condition,Laser Condition,Index
07646,08/05/2021,04:12,6,0,0,0,0,0,0,0,0,7,76.47,1125.21,8.05,4.27,15.15,60.01,0.83,99.75,0.02,1389.76,75,83,99,00002
07647,08/05/2021,04:27,5,1,0,0,0,0,0,0,0,6,76.48,1140.21,8.05,4.42,15.15,60.01,0.82,99.75,0.02,1404.91,75,83,99,00003
07648,08/05/2021,04:42,6,0,0,0,0,0,0,0,0,7,76.49,1155.21,8.05,4.57,15.15,60.01,0.82,99.75,0.02,1420.07,75,82,99,00004
07649,08/05/2021,04:57,6,0,0,0,0,0,0,0,0,7,76.50,1170.21,8.05,5.12,15.15,60.01,0.82,99.75,0.02,1435.63,75,82,99,00005
07650,08/05/2021,05:12,6,1,0,0,0,0,0,0,0,7,76.51,1185.21,8.05,5.27,15.15,60.01,0.82,99.75,0.02,1450.79,75,82,99,00006
07651,08/05/2021,05:27,5,0,0,0,0,0,0,0,0,6,76.52,1200.21,8.05,5.42,15.15,60.01,0.82,99.75,0.02,1465.95,75,82,99,00007
07652,08/05/2021,05:42,6,0,0,0,0,0,0,0,0,6,76.53,1215.21,8.05,5.57,15.15,60.01,0.82,99.75,0.02,1481.11,75,82,99,00008
07653,08/05/2021,05:57,5,1,0,0,0,0,0,0,0,6,76.54,1230.21,8.05,6.12,15.15,60.01,0.82,99.75,0.02,1496.67,75,82,99,00009
07654,08/05/2021,06:12,7,1,0,0,0,0,0,0,0,8,76.55,1245.21,8.05,6.27,15.15,60.01,0.82,99.75,0.02,1511.83,75,82,99,00010
07655,08/05/2021,06:27,5,0,0,0,0,0,0,0,0,6,76.56,1260.21,8.05,6.42,15.15,60.01,0.82,99.75,0.02,1526.99,75,82,99,00011
07656,08/05/2021,06:42,6,0,0,0,0,0,0,0,0,6,76.57,1275.21,8.05,6.57,15.15,60.01,0.82,99.75,0.02,1542.15,75,82,99,00012
07657,08/05/2021,06:57,6,0,0,0,0,0,0,0,0,7,76.58,1290.21,8.05,7.12,15.15,60.01,0.82,99.75,0.02,1557.71,75,82,99,00013
07658,08/05/2021,07:12,6,0,0,0,0,0,0,0,0,6,76.59,1305.21,8.05,7.27,15.15,60.01,0.82,99.75,0.02,1572.87,75,82,99,00014
07659,08/05/2021,07:27,7,1,0,0,0,0,0,0,0,8,76.60,1320.21,8.05,7.42,15.15,60.01,0.82,99.75,0.02,1588.03,75,82,99,00015
07660,08/05/2021,07:42,6,0,0,0,0,0,0,0,0,7,76.61,1335.21,8.05,7.57,15.15,60.01,0.82,99.75,0.02,1603.19,75,82,99,00016
07661,08/05/2021,07:57,5,0,0,0,0,0,0,0,0,6,76.62,1350.21,8.05,8.12,15.15,60.01,0.82,99.75,0.02,1618.75,75,82,99,00017
07662,08/05/2021,08:12,5,0,0,0,0,0,0,0,0,6,76.63,1365.21,8.05,8.27,15.15,60.01,0.82,99.75,0.02,1633.91,75,82,99,00018
07663,08/05/2021,08:27,6,1,0,0,0,0,0,0,0,7,76.64,1380.21,8.05,8.42,15.15,60.01,0.82,99.75,0.02,1649.07,75,82,99,00019
07664,08/05/2021,08:42,5,0,0,0,0,0,0,0,0,5,76.65,1395.21,8.05,8.57,15.15,60.01,0.82,99.75,0.02,1664.23,75,82,99,00020
07665,08/05/2021,08:57,5,1,0,0,0,0,0,0,0,6,76.66,1410.21,8.05,9.12,15.15,60.01,0.82,99.75,0.02,1679.79,75,82,99,00021
07666,08/05/2021,09:12,10,1,0,0,0,0,0,0,0,11,76.67,1425.21,8.05,9.27,15.15,60.01,0.82,99.75,0.02,1694.95,75,82,99,00022
07667,08/05/2021,09:27,5,0,0,0,0,0,0,0,0,6,76.68,1440.21,8.05,9.42,15.15,60.01,0.82,99.75,0.02,1710.11,75,82,99,00023
07668,08/05/2021,09:42,5,0,0,0,0,0,0,0,0,6,76.69,1455.21,8.05,9.57,15.15,60.01,0.82,99.75,0.02,1725.27,75,82,99,00024
07669,08/05/2021,09:57,5,0,0,0,0,0,0,0,0,6,76.70,29.21,8.05,10.12,15.15,60.01,0.82,99.75,0.02,299.83,75,82,99,00025
07670,08/05/2021,10:12,6,0,0,0,0,0,0,0,0,6,76.71,44.21,8.05,10.27,15.15,60.01,0.82,99.75,0.02,314.99,75,82,99,00026
07671,08/05/2021,10:27,6,0,0,0,0,0,0,0,0,7,76.72,59.21,8.05,10.42,15.15,60.01,0.82,99.75,0.02,330.15,75,82,99,00027
07672,08/05/2021,10:42,6,1,0,0,0,0,0,0,0,7,76.73,74.21,8.05,10.58,15.15,60.01,0.82,99.75,0.02,345.32,75,82,99,00028
07673,08/05/2021,10:58,4,0,0,0,0,0,0,0,0,5,76.74,89.21,8.05,11.13,15.15,60.01,0.82,99.75,0.02,360.88,75,82,99,00029
07674,08/05/2021,11:13,4,1,0,0,0,0,0,0,0,6,76.75,104.21,8.05,11.28,15.15,60.01,0.82,99.75,0.02,376.04,75,82,99,00030
