Record Index,Date,Time,Cnts 1,Cnts 2,Cnts 3,Cnts 4,Cnts 5,Cnts 6,Cnts 7,Cnts 8,Cnts 9,Total Cnts,PPB 1,PPB 2,PPB 3,PPB 4,PPB 5,PPB 6,PPB 7,PPB 8,PPB 9,Total PPB,Flow Rate,Cell Condition,Laser Condition,Index
07646,08/05/2021,03:30,68,5,2,0,0,0,0,0,0,75,76.47,819.21,8.05,3.45,15.15,60.01,0.76,100.75,0.02,1083.87,75,76,100,00002
07647,08/05/2021,03:45,74,5,1,0,0,0,0,0,0,80,76.48,834.21,8.05,4.00,15.15,60.01,0.76,100.75,0.02,1099.43,75,76,100,00003
07648,08/05/2021,04:00,70,5,2,1,0,0,0,0,0,77,76.49,849.21,8.05,4.15,15.15,60.01,0.76,100.75,0.02,1114.59,75,76,100,00004
07649,08/05/2021,04:15,71,5,1,1,0,0,0,0,0,78,76.50,864.21,8.05,4.30,15.15,60.01,0.76,100.75,0.02,1129.75,75,76,100,00005
07650,08/05/2021,04:30,69,6,2,0,0,0,0,0,0,77,76.51,879.21,8.05,4.45,15.15,60.01,0.76,100.75,0.02,1144.91,75,76,100,00006
07651,08/05/2021,04:45,74,5,1,1,0,0,0,0,0,81,76.52,894.21,8.05,5.00,15.15,60.01,0.76,100.75,0.02,1160.47,75,76,100,00007
07652,08/05/2021,05:00,73,5,2,0,0,0,0,0,0,80,76.53,909.21,8.05,5.15,15.15,60.01,0.76,100.75,0.02,1175.63,75,76,100,00008
07653,08/05/2021,05:15,74,5,2,1,0,0,0,0,0,82,76.54,924.21,8.05,5.30,15.15,60.01,0.76,100.75,0.02,1190.79,75,76,100,00009
07654,08/05/2021,05:30,71,5,2,0,0,0,0,0,0,79,76.55,939.21,8.05,5.45,15.15,60.01,0.76,100.75,0.02,1205.95,75,76,100,00010
07655,08/05/2021,05:45,70,5,2,0,0,0,0,0,0,77,76.56,955.21,8.05,6.00,15.15,60.01,0.76,100.75,0.02,1222.51,75,76,100,00011
