Record Index,Date,Time,Cnts 1,Cnts 2,Cnts 3,Cnts 4,Cnts 5,Cnts 6,Cnts 7,Cnts 8,Cnts 9,Total Cnts,PPB 1,PPB 2,PPB 3,PPB 4,PPB 5,PPB 6,PPB 7,PPB 8,PPB 9,Total PPB,Flow Rate,Cell Condition,Laser Condition,Index
14606,07/20/2021,21:44,9,1,1,0,0,0,0,0,0,11,146.07,888.21,7.20,21.59,15.15,60.01,0.84,100.75,0.02,1239.84,75,84,100,00002
14607,07/20/2021,21:59,7,1,0,0,0,0,0,0,0,8,146.08,903.21,7.20,22.14,15.15,60.01,0.84,100.75,0.02,1255.40,75,84,100,00003
14608,07/20/2021,22:14,13,1,0,0,0,0,0,0,0,14,146.09,918.21,7.20,22.29,15.15,60.01,0.84,100.75,0.02,1270.56,75,84,100,00004
14609,07/20/2021,22:29,14,1,0,0,0,0,0,0,0,15,146.10,934.21,7.20,22.44,15.15,60.01,0.84,100.75,0.02,1286.72,75,84,100,00005
14610,07/20/2021,22:44,9,1,1,0,0,0,0,0,0,11,146.11,949.21,7.20,22.59,15.15,60.01,0.84,100.75,0.02,1301.88,75,84,100,00006
14611,07/20/2021,22:59,8,1,1,0,0,0,0,0,0,9,146.12,964.21,7.20,23.14,15.15,60.01,0.84,100.75,0.02,1317.44,75,84,100,00007
14612,07/20/2021,23:14,7,0,0,0,0,0,0,0,0,8,146.13,979.21,7.20,23.29,15.15,60.01,0.84,100.75,0.02,1332.60,75,84,100,00008
14613,07/20/2021,23:29,10,1,1,0,0,0,0,0,0,11,146.14,994.21,7.20,23.44,15.15,60.01,0.84,100.75,0.02,1347.76,75,84,100,00009
14614,07/20/2021,23:44,7,1,0,0,0,0,0,0,0,9,146.15,1009.21,7.20,23.59,15.15,60.01,0.84,100.75,0.02,1362.92,75,84,100,00010
14615,07/20/2021,23:59,18,1,0,0,0,0,0,0,0,19,146.16,1024.21,7.21,0.14,15.15,60.01,0.84,100.75,0.02,1354.49,75,84,100,00011
14616,07/21/2021,00:14,6,1,0,0,0,0,0,0,0,7,146.17,1039.21,7.21,0.29,15.15,60.01,0.84,100.75,0.02,1369.65,75,84,100,00012
14617,07/21/2021,00:29,7,1,0,0,0,0,0,0,0,9,146.18,1054.21,7.21,0.44,15.15,60.01,0.84,100.75,0.02,1384.81,75,84,100,00013
14618,07/21/2021,00:44,7,1,0,0,0,0,0,0,0,8,146.19,1069.21,7.21,0.59,15.15,60.01,0.84,100.75,0.02,1399.97,75,84,100,00014
