Record Index,Date,Time,Cnts 1,Cnts 2,Cnts 3,Cnts 4,Cnts 5,Cnts 6,Cnts 7,Cnts 8,Cnts 9,Total Cnts,PPB 1,PPB 2,PPB 3,PPB 4,PPB 5,PPB 6,PPB 7,PPB 8,PPB 9,Total PPB,Flow Rate,Cell Condition,Laser Condition,Index
07298,08/01/2021,12:15,48,15,7,2,0,0,0,0,0,71,72.99,177.21,8.01,12.30,15.15,60.01,0.97,100.75,0.02,447.41,75,97,100,00002
07299,08/01/2021,12:30,46,14,6,3,0,0,0,0,0,69,73.00,192.21,8.01,12.45,15.15,60.01,0.97,100.75,0.02,462.57,75,97,100,00003
07300,08/01/2021,12:45,46,16,7,2,0,0,0,0,0,70,73.01,207.21,8.01,13.00,15.15,60.01,0.97,100.75,0.02,478.13,75,97,100,00004
07301,08/01/2021,13:00,49,15,6,2,0,0,0,0,0,71,73.02,222.21,8.01,13.15,15.15,60.01,0.97,100.75,0.02,493.29,75,97,100,00005
07302,08/01/2021,13:15,52,16,6,2,0,0,0,0,0,75,73.03,237.21,8.01,13.30,15.15,60.01,0.97,100.75,0.02,508.45,75,97,100,00006
07303,08/01/2021,13:30,52,15,6,2,0,0,0,0,0,74,73.04,252.21,8.01,13.45,15.15,60.01,0.97,100.75,0.02,523.61,75,97,100,00007
07304,08/01/2021,13:45,50,15,7,2,0,0,0,0,0,74,73.05,267.21,8.01,14.00,15.15,60.01,0.97,100.75,0.02,539.17,75,97,100,00008
07305,08/01/2021,14:00,49,15,7,2,0,0,0,0,0,72,73.06,282.21,8.01,14.15,15.15,60.01,0.97,100.75,0.02,554.33,75,97,100,00009
07306,08/01/2021,14:15,49,17,7,2,0,0,0,0,0,75,73.07,297.21,8.01,14.30,15.15,60.01,0.97,100.75,0.02,569.49,75,97,100,00010
07307,08/01/2021,14:30,52,16,8,1,0,0,0,0,0,77,73.08,312.21,8.01,14.45,15.15,60.01,0.97,100.75,0.02,584.65,75,97,100,00011
07308,08/01/2021,14:45,51,18,8,2,0,0,0,0,0,78,73.09,327.21,8.01,15.00,15.15,60.01,0.97,100.75,0.02,600.21,75,97,100,00012
