Record Index,Date,Time,Cnts 1,Cnts 2,Cnts 3,Cnts 4,Cnts 5,Cnts 6,Cnts 7,Cnts 8,Cnts 9,Total Cnts,PPB 1,PPB 2,PPB 3,PPB 4,PPB 5,PPB 6,PPB 7,PPB 8,PPB 9,Total PPB,Flow Rate,Cell Condition,Laser Condition,Index
2684,3/18/2021,10:02,5,0,0,0,0,0,0,0,0,5,26.85,1328.21,3.18,10.17,15.15,60.01,0.87,93.75,0.02,1538.21,75,87,93,1
2685,3/18/2021,10:17,4,0,0,0,0,0,0,0,0,4,26.86,1343.21,3.18,10.32,15.15,60.01,0.87,93.75,0.02,1553.37,75,87,93,2
2686,3/18/2021,10:32,6,0,0,0,0,0,0,0,0,6,26.87,1358.21,3.18,10.47,15.15,60.01,0.87,93.75,0.02,1568.53,75,87,93,3
2687,3/18/2021,10:47,5,0,0,0,0,0,0,0,0,5,26.88,1373.21,3.18,11.02,15.15,60.01,0.86,93.75,0.02,1584.08,75,87,93,4
2688,3/18/2021,11:02,5,1,0,0,0,0,0,0,0,6,26.89,1388.21,3.18,11.17,15.15,60.01,0.86,93.75,0.02,1599.24,75,86,93,5
2689,3/18/2021,11:17,5,1,0,0,0,0,0,0,0,5,26.9,1403.21,3.18,11.32,15.15,60.01,0.86,93.75,0.02,1614.4,75,86,93,6
2690,3/18/2021,11:32,5,1,0,0,0,0,0,0,0,6,26.91,1418.21,3.18,11.47,15.15,60.01,0.86,93.75,0.02,1629.56,75,86,93,7
2691,3/18/2021,11:47,6,0,0,0,0,0,0,0,0,6,26.92,1433.21,3.18,12.02,15.15,60.01,0.86,93.75,0.02,1645.12,75,86,93,8
2692,3/18/2021,12:02,4,1,0,0,0,0,0,0,0,5,26.93,1448.21,3.18,12.17,15.15,60.01,0.86,93.75,0.02,1660.28,75,86,93,9
2693,3/18/2021,12:17,5,1,0,0,0,0,0,0,0,6,26.94,22.21,3.18,12.32,15.15,60.01,0.86,93.75,0.02,234.44,75,86,93,10
2694,3/18/2021,12:32,6,1,0,0,0,0,0,0,0,6,26.95,37.21,3.18,12.47,15.15,60.01,0.86,93.75,0.02,249.6,75,86,93,11
2695,3/18/2021,12:47,5,1,0,0,0,0,0,0,0,6,26.96,52.21,3.18,13.02,15.15,60.01,0.86,93.75,0.02,265.16,75,86,93,12
2696,3/18/2021,13:02,5,0,0,0,0,0,0,0,0,5,26.97,67.21,3.18,13.17,15.15,60.01,0.86,93.75,0.02,280.32,75,86,93,13
2697,3/18/2021,13:17,6,1,0,0,0,0,0,0,0,7,26.98,82.21,3.18,13.32,15.15,60.01,0.87,93.75,0.02,295.49,75,86,93,14
2698,3/18/2021,13:32,6,1,0,0,0,0,0,0,0,7,26.99,97.21,3.18,13.47,15.15,60.01,0.87,93.75,0.02,310.65,75,87,93,15
2699,3/18/2021,13:47,6,0,0,0,0,0,0,0,0,6,27,112.21,3.18,14.02,15.15,60.01,0.87,93.75,0.02,326.21,75,87,93,16
2700,3/18/2021,14:02,5,1,0,0,0,0,0,0,0,6,27.01,127.21,3.18,14.17,15.15,60.01,0.87,93.75,0.02,341.37,75,87,93,17
2701,3/18/2021,14:17,5,0,0,0,0,0,0,0,0,5,27.02,142.21,3.18,14.32,15.15,60.01,0.87,93.75,0.02,356.53,75,87,93,18
2702,3/18/2021,14:32,6,0,0,0,0,0,0,0,0,7,27.03,157.21,3.18,14.47,15.15,60.01,0.87,93.75,0.02,371.69,75,87,93,19
2703,3/18/2021,14:47,5,0,0,0,0,0,0,0,0,6,27.04,172.21,3.18,15.02,15.15,60.01,0.87,93.75,0.02,387.25,75,87,93,20
2704,3/18/2021,15:02,6,1,0,0,0,0,0,0,0,7,27.05,187.21,3.18,15.17,15.15,60.01,0.87,93.75,0.02,402.41,75,87,93,21
2705,3/18/2021,15:17,6,1,0,0,0,0,0,0,0,7,27.06,202.21,3.18,15.32,15.15,60.01,0.87,93.75,0.02,417.57,75,87,93,22
2706,3/18/2021,15:32,6,0,0,0,0,0,0,0,0,6,27.07,218.21,3.18,15.47,15.15,60.01,0.87,93.75,0.02,433.73,75,87,93,23
2707,3/18/2021,15:47,6,1,0,0,0,0,0,0,0,7,27.08,233.21,3.18,16.02,15.15,60.01,0.87,93.75,0.02,449.29,75,87,93,24
2708,3/18/2021,16:02,6,0,0,0,0,0,0,0,0,6,27.09,248.21,3.18,16.17,15.15,60.01,0.87,93.75,0.02,464.45,75,87,93,25
2709,3/18/2021,16:17,5,1,0,0,0,0,0,0,0,6,27.1,263.21,3.18,16.32,15.15,60.01,0.86,93.75,0.02,479.6,75,87,93,26
2710,3/18/2021,16:32,7,0,0,0,0,0,0,0,0,7,27.11,278.21,3.18,16.47,15.15,60.01,0.86,93.75,0.02,494.76,75,86,93,27
2711,3/18/2021,16:47,6,1,0,0,0,0,0,0,0,7,27.12,293.21,3.18,17.03,15.15,60.01,0.86,93.75,0.02,510.33,75,86,93,28
2712,3/18/2021,17:03,7,1,0,0,0,0,0,0,0,7,27.13,308.21,3.18,17.18,15.15,60.01,0.86,93.75,0.02,525.49,75,86,93,29
2713,3/18/2021,17:18,7,1,0,0,0,0,0,0,0,8,27.14,323.21,3.18,17.33,15.15,60.01,0.86,93.75,0.02,540.65,75,86,93,30
2714,3/18/2021,17:33,7,0,0,0,0,0,0,0,0,8,27.15,338.21,3.18,17.48,15.15,60.01,0.86,93.75,0.02,555.81,75,86,93,31
2715,3/18/2021,17:48,7,0,0,0,0,0,0,0,0,7,27.16,353.21,3.18,18.03,15.15,60.01,0.86,93.75,0.02,571.37,75,86,93,32
2716,3/18/2021,18:03,7,1,0,0,0,0,0,0,0,8,27.17,368.21,3.18,18.18,15.15,60.01,0.86,93.75,0.02,586.53,75,86,93,33
2717,3/18/2021,18:18,8,1,0,0,0,0,0,0,0,10,27.18,383.21,3.18,18.33,15.15,60.01,0.86,93.75,0.02,601.69,75,86,93,34
2718,3/18/2021,18:33,5,1,0,0,0,0,0,0,0,6,27.19,398.21,3.18,18.48,15.15,60.01,0.86,93.75,0.02,616.85,75,86,93,35
2719,3/18/2021,18:48,5,1,0,0,0,0,0,0,0,6,27.2,413.21,3.18,19.03,15.15,60.01,0.86,93.75,0.02,632.41,75,86,93,36
2720,3/18/2021,19:03,8,1,0,0,0,0,0,0,0,9,27.21,428.21,3.18,19.18,15.15,60.01,0.86,93.75,0.02,647.57,75,86,93,37
2721,3/18/2021,19:18,6,1,0,0,0,0,0,0,0,7,27.22,443.21,3.18,19.33,15.15,60.01,0.9,93.75,0.02,662.77,75,86,93,38
2722,3/18/2021,19:33,8,1,0,0,0,0,0,0,0,9,27.23,458.21,3.18,19.48,15.15,60.01,0.9,93.75,0.02,677.93,75,90,93,39
2723,3/18/2021,19:48,7,0,0,0,0,0,0,0,0,8,27.24,473.21,3.18,20.03,15.15,60.01,0.9,93.75,0.02,693.49,75,90,93,40
2724,3/18/2021,20:03,8,1,0,0,0,0,0,0,0,9,27.25,488.21,3.18,20.18,15.15,60.01,0.9,93.75,0.02,708.65,75,90,93,41
2725,3/18/2021,20:18,7,0,0,0,0,0,0,0,0,8,27.26,503.21,3.18,20.33,15.15,60.01,0.9,93.75,0.02,723.81,75,90,93,42
2726,3/18/2021,20:33,7,1,0,0,0,0,0,0,0,8,27.27,518.21,3.18,20.48,15.15,60.01,0.9,93.75,0.02,738.97,75,90,93,43
2727,3/18/2021,20:48,8,1,0,0,0,0,0,0,0,8,27.28,533.21,3.18,21.03,15.15,60.01,0.9,93.75,0.02,754.53,75,90,93,44
2728,3/18/2021,21:03,7,1,0,0,0,0,0,0,0,8,27.29,548.21,3.18,21.18,15.15,60.01,0.9,93.75,0.02,769.69,75,90,93,45
2729,3/18/2021,21:18,7,1,0,0,0,0,0,0,0,8,27.3,563.21,3.18,21.33,15.15,60.01,0.9,93.75,0.02,784.85,75,90,93,46
2730,3/18/2021,21:33,10,1,0,0,0,0,0,0,0,11,27.31,578.21,3.18,21.48,15.15,60.01,0.9,93.75,0.02,800.01,75,90,93,47
2731,3/18/2021,21:48,9,1,0,0,0,0,0,0,0,10,27.32,593.21,3.18,22.03,15.15,60.01,0.9,93.75,0.02,815.57,75,90,93,48
2732,3/18/2021,22:03,9,0,0,0,0,0,0,0,0,10,27.33,608.21,3.18,22.18,15.15,60.01,0.9,93.75,0.02,830.73,75,90,93,49
2733,3/18/2021,22:18,8,1,0,0,0,0,0,0,0,9,27.34,623.21,3.18,22.33,15.15,60.01,0.9,93.75,0.02,845.89,75,90,93,50
2734,3/18/2021,22:33,10,1,0,0,0,0,0,0,0,11,27.35,638.21,3.18,22.48,15.15,60.01,0.9,93.75,0.02,861.05,75,90,93,51
2735,3/18/2021,22:48,8,1,0,0,0,0,0,0,0,10,27.36,653.21,3.18,23.03,15.15,60.01,0.9,93.75,0.02,876.61,75,90,93,52
2736,3/18/2021,23:03,9,1,0,0,0,0,0,0,0,10,27.37,668.21,3.18,23.18,15.15,60.01,0.9,93.75,0.02,891.77,75,90,93,53
2737,3/18/2021,23:18,10,1,0,0,0,0,0,0,0,10,27.38,683.21,3.18,23.33,15.15,60.01,0.9,93.75,0.02,906.93,75,90,93,54
2738,3/18/2021,23:33,8,0,0,0,0,0,0,0,0,9,27.39,698.21,3.18,23.48,15.15,60.01,0.9,93.75,0.02,922.09,75,90,93,55
2739,3/18/2021,23:48,10,0,0,0,0,0,0,0,0,11,27.4,713.21,3.19,0.03,15.15,60.01,0.9,93.75,0.02,913.66,75,90,93,56
2740,3/19/2021,0:03,9,1,0,0,0,0,0,0,0,10,27.41,728.21,3.19,0.18,15.15,60.01,0.9,93.75,0.02,928.82,75,90,93,57
2741,3/19/2021,0:18,11,1,0,0,0,0,0,0,0,11,27.42,743.21,3.19,0.33,15.15,60.01,0.9,93.75,0.02,943.98,75,90,93,58
2742,3/19/2021,0:33,9,1,0,0,0,0,0,0,0,10,27.43,758.21,3.19,0.48,15.15,60.01,0.9,93.75,0.02,959.14,75,90,93,59
2743,3/19/2021,0:48,10,1,0,0,0,0,0,0,0,10,27.44,773.21,3.19,1.03,15.15,60.01,0.9,93.75,0.02,974.7,75,90,93,60
2744,3/19/2021,1:03,9,1,0,0,0,0,0,0,0,10,27.45,788.21,3.19,1.18,15.15,60.01,0.9,93.75,0.02,989.86,75,90,93,61
2745,3/19/2021,1:18,11,1,0,0,0,0,0,0,0,12,27.46,803.21,3.19,1.33,15.15,60.01,0.9,93.75,0.02,1005.02,75,90,93,62
2746,3/19/2021,1:33,9,1,0,0,0,0,0,0,0,10,27.47,818.21,3.19,1.48,15.15,60.01,0.9,93.75,0.02,1020.18,75,90,93,63
2747,3/19/2021,1:48,10,1,0,0,0,0,0,0,0,11,27.48,833.21,3.19,2.03,15.15,60.01,0.9,93.75,0.02,1035.74,75,90,93,64
2748,3/19/2021,2:03,10,1,0,0,0,0,0,0,0,11,27.49,848.21,3.19,2.18,15.15,60.01,0.89,93.75,0.02,1050.89,75,90,93,65
2749,3/19/2021,2:18,9,1,0,0,0,0,0,0,0,10,27.5,863.21,3.19,2.33,15.15,60.01,0.89,93.75,0.02,1066.05,75,89,93,66
2750,3/19/2021,2:33,12,1,0,0,0,0,0,0,0,12,27.51,878.21,3.19,2.48,15.15,60.01,0.89,93.75,0.02,1081.21,75,89,93,67
2751,3/19/2021,2:48,10,1,0,0,0,0,0,0,0,11,27.52,893.21,3.19,3.03,15.15,60.01,0.89,93.75,0.02,1096.77,75,89,93,68
2752,3/19/2021,3:03,11,1,0,0,0,0,0,0,0,11,27.53,908.21,3.19,3.18,15.15,60.01,0.89,93.75,0.02,1111.93,75,89,93,69
2753,3/19/2021,3:18,10,1,0,0,0,0,0,0,0,11,27.54,923.21,3.19,3.33,15.15,60.01,0.89,93.75,0.02,1127.09,75,89,93,70
2754,3/19/2021,3:33,11,1,0,0,0,0,0,0,0,12,27.55,938.21,3.19,3.48,15.15,60.01,0.89,93.75,0.02,1142.25,75,89,93,71
2755,3/19/2021,3:48,10,1,0,0,0,0,0,0,0,11,27.56,953.21,3.19,4.03,15.15,60.01,0.89,93.75,0.02,1157.81,75,89,93,72
2756,3/19/2021,4:03,12,1,0,0,0,0,0,0,0,13,27.57,968.21,3.19,4.18,15.15,60.01,0.89,93.75,0.02,1172.97,75,89,93,73
2757,3/19/2021,4:18,13,1,0,0,0,0,0,0,0,14,27.58,983.21,3.19,4.33,15.15,60.01,0.89,93.75,0.02,1188.13,75,89,93,74
2758,3/19/2021,4:33,13,1,0,0,0,0,0,0,0,14,27.59,998.21,3.19,4.48,15.15,60.01,0.89,93.75,0.02,1203.29,75,89,93,75
2759,3/19/2021,4:48,11,1,0,0,0,0,0,0,0,12,27.6,1013.21,3.19,5.03,15.15,60.01,0.89,93.75,0.02,1218.85,75,89,93,76
2760,3/19/2021,5:03,13,1,0,0,0,0,0,0,0,14,27.61,1028.21,3.19,5.18,15.15,60.01,0.89,93.75,0.02,1234.01,75,89,93,77
2761,3/19/2021,5:18,11,1,0,0,0,0,0,0,0,12,27.62,1043.21,3.19,5.33,15.15,60.01,0.89,93.75,0.02,1249.17,75,89,93,78
2762,3/19/2021,5:33,11,1,0,0,0,0,0,0,0,12,27.63,1058.21,3.19,5.48,15.15,60.01,0.89,93.75,0.02,1264.33,75,89,93,79
2763,3/19/2021,5:48,11,1,0,0,0,0,0,0,0,12,27.64,1073.21,3.19,6.03,15.15,60.01,0.89,93.75,0.02,1279.89,75,89,93,80
2764,3/19/2021,6:03,12,0,0,0,0,0,0,0,0,12,27.65,1088.21,3.19,6.18,15.15,60.01,0.9,93.75,0.02,1295.06,75,89,93,81
2765,3/19/2021,6:18,12,0,0,0,0,0,0,0,0,13,27.66,1103.21,3.19,6.33,15.15,60.01,0.9,93.75,0.02,1310.22,75,90,93,82
2766,3/19/2021,6:33,12,0,0,0,0,0,0,0,0,13,27.67,1119.21,3.19,6.48,15.15,60.01,0.9,93.75,0.02,1326.38,75,90,93,83
2767,3/19/2021,6:48,16,1,0,0,0,0,0,0,0,17,27.68,1134.21,3.19,7.03,15.15,60.01,0.9,93.75,0.02,1341.94,75,90,93,84
2768,3/19/2021,7:03,14,1,0,0,0,0,0,0,0,15,27.69,1149.21,3.19,7.18,15.15,60.01,0.9,93.75,0.02,1357.1,75,90,93,85
2769,3/19/2021,7:18,13,1,0,0,0,0,0,0,0,14,27.7,1164.21,3.19,7.34,15.15,60.01,0.9,93.75,0.02,1372.27,75,90,93,86
2770,3/19/2021,7:34,14,1,0,0,0,0,0,0,0,15,27.71,1179.21,3.19,7.49,15.15,60.01,0.9,93.75,0.02,1387.43,75,90,93,87
2771,3/19/2021,7:49,12,1,0,0,0,0,0,0,0,13,27.72,1194.21,3.19,8.04,15.15,60.01,0.9,93.75,0.02,1402.99,75,90,93,88
2772,3/19/2021,8:04,14,1,0,0,0,0,0,0,0,15,27.73,1209.21,3.19,8.19,15.15,60.01,0.9,93.75,0.02,1418.15,75,90,93,89
2773,3/19/2021,8:19,11,0,0,0,0,0,0,0,0,11,27.74,1224.21,3.19,8.34,15.15,60.01,0.9,93.75,0.02,1433.31,75,90,93,90
2774,3/19/2021,8:34,14,0,0,0,0,0,0,0,0,14,27.75,1239.21,3.19,8.49,15.15,60.01,0.9,93.75,0.02,1448.47,75,90,93,91
2775,3/19/2021,8:49,14,0,0,0,0,0,0,0,0,14,27.76,1254.21,3.19,9.04,15.15,60.01,0.9,93.75,0.02,1464.03,75,90,93,92
2776,3/19/2021,9:04,13,0,0,0,0,0,0,0,0,14,27.77,1269.21,3.19,9.19,15.15,60.01,0.9,93.75,0.02,1479.19,75,90,93,93
