Record Index,Date,Time,Cnts 1,Cnts 2,Cnts 3,Cnts 4,Cnts 5,Cnts 6,Cnts 7,Cnts 8,Cnts 9,Total Cnts,PPB 1,PPB 2,PPB 3,PPB 4,PPB 5,PPB 6,PPB 7,PPB 8,PPB 9,Total PPB,Flow Rate,Cell Condition,Laser Condition,Index
2674,3/18/2021,10:24,16828,5676,1103,75,2,0,0,0,0,23684,26.75,198.21,3.18,10.39,15.15,60.01,0.91,93.75,0.02,408.37,75,91,93,2
2675,3/18/2021,10:39,16828,5676,1103,75,2,0,0,0,0,23684,26.76,198.21,3.18,10.54,15.15,60.01,0.91,93.75,0.02,408.53,75,91,93,3
2676,3/18/2021,10:54,16828,5676,1103,75,2,0,0,0,0,23684,26.77,198.21,3.18,11.09,15.15,60.01,0.91,93.75,0.02,409.09,75,91,93,4
2677,3/18/2021,11:09,16828,5676,1103,75,2,0,0,0,0,23684,26.78,198.21,3.18,11.24,15.15,60.01,0.91,93.75,0.02,409.25,75,91,93,5
2678,3/18/2021,11:24,16828,5676,1103,75,2,0,0,0,0,23684,26.79,198.21,3.18,11.39,15.15,60.01,0.91,93.75,0.02,409.41,75,91,93,6
2679,3/18/2021,11:39,16828,5676,1103,75,2,0,0,0,0,23684,26.8,198.21,3.18,11.54,15.15,60.01,0.91,93.75,0.02,409.57,75,91,93,7
2680,3/18/2021,11:54,16828,5676,1103,75,2,0,0,0,0,23684,26.81,198.21,3.18,12.09,15.15,60.01,0.91,93.75,0.02,410.13,75,91,93,8
2681,3/18/2021,12:09,16828,5676,1103,75,2,0,0,0,0,23684,26.82,198.21,3.18,12.24,15.15,60.01,0.91,93.75,0.02,410.29,75,91,93,9
2682,3/18/2021,12:24,16828,5676,1103,75,2,0,0,0,0,23684,26.83,198.21,3.18,12.39,15.15,60.01,0.91,93.75,0.02,410.45,75,91,93,10
2683,3/18/2021,12:39,16828,5676,1103,75,2,0,0,0,0,23684,26.84,198.21,3.18,12.54,15.15,60.01,0.91,93.75,0.02,410.61,75,91,93,11
2684,3/18/2021,12:54,16828,5676,1103,75,2,0,0,0,0,23684,26.85,198.21,3.18,13.09,15.15,60.01,0.91,93.75,0.02,411.17,75,91,93,12
2685,3/18/2021,13:09,16828,5676,1103,75,2,0,0,0,0,23684,26.86,198.21,3.18,13.24,15.15,60.01,0.91,93.75,0.02,411.33,75,91,93,13
2686,3/18/2021,13:24,16828,5676,1103,75,2,0,0,0,0,23684,26.87,198.21,3.18,13.39,15.15,60.01,0.91,93.75,0.02,411.49,75,91,93,14
2687,3/18/2021,13:39,16828,5676,1103,75,2,0,0,0,0,23684,26.88,198.21,3.18,13.54,15.15,60.01,0.91,93.75,0.02,411.65,75,91,93,15
2688,3/18/2021,13:54,16828,5676,1103,75,2,0,0,0,0,23684,26.89,198.21,3.18,14.09,15.15,60.01,0.91,93.75,0.02,412.21,75,91,93,16
2689,3/18/2021,14:09,16828,5676,1103,75,2,0,0,0,0,23684,26.9,198.21,3.18,14.24,15.15,60.01,0.91,93.75,0.02,412.37,75,91,93,17
2690,3/18/2021,14:24,16828,5676,1103,75,2,0,0,0,0,23684,26.91,198.21,3.18,14.39,15.15,60.01,0.91,93.75,0.02,412.53,75,91,93,18
2691,3/18/2021,14:39,16828,5676,1103,75,2,0,0,0,0,23684,26.92,198.21,3.18,14.54,15.15,60.01,0.91,93.75,0.02,412.69,75,91,93,19
