Record Index,Date,Time,Cnts 1,Cnts 2,Cnts 3,Cnts 4,Cnts 5,Cnts 6,Cnts 7,Cnts 8,Cnts 9,Total Cnts,PPB 1,PPB 2,PPB 3,PPB 4,PPB 5,PPB 6,PPB 7,PPB 8,PPB 9,Total PPB,Flow Rate,Cell Condition,Laser Condition,Index
07646,08/05/2021,05:09,70,5,2,1,0,0,0,0,0,77,76.47,1318.21,8.05,5.24,15.15,60.01,0.91,99.75,0.02,1583.81,75,91,99,00002
07647,08/05/2021,05:24,64,5,1,1,0,0,0,0,0,71,76.48,1333.21,8.05,5.39,15.15,60.01,0.91,99.75,0.02,1598.97,75,91,99,00003
07648,08/05/2021,05:39,68,5,2,1,0,0,0,0,0,76,76.49,1348.21,8.05,5.54,15.15,60.01,0.91,99.75,0.02,1614.13,75,91,99,00004
07649,08/05/2021,05:54,68,6,2,1,0,0,0,0,0,76,76.50,1363.21,8.05,6.09,15.15,60.01,0.91,99.75,0.02,1629.69,75,91,99,00005
07650,08/05/2021,06:09,67,5,2,1,0,0,0,0,0,75,76.51,1378.21,8.05,6.24,15.15,60.01,0.92,99.75,0.02,1644.86,75,91,99,00006
07651,08/05/2021,06:24,67,6,2,1,0,0,0,0,0,76,76.52,1393.21,8.05,6.39,15.15,60.01,0.92,99.75,0.02,1660.02,75,92,99,00007
07652,08/05/2021,06:39,63,5,1,1,0,0,0,0,0,70,76.53,1408.21,8.05,6.54,15.15,60.01,0.92,99.75,0.02,1675.18,75,92,99,00008
07653,08/05/2021,06:54,67,5,2,1,0,0,0,0,0,75,76.54,1423.21,8.05,7.09,15.15,60.01,0.92,99.75,0.02,1690.74,75,92,99,00009
07654,08/05/2021,07:09,69,6,2,1,0,0,0,0,0,79,76.55,1438.21,8.05,7.24,15.15,60.01,0.92,99.75,0.02,1705.90,75,92,99,00010
07655,08/05/2021,07:24,71,6,2,1,0,0,0,0,0,81,76.56,1453.21,8.05,7.39,15.15,60.01,0.92,99.75,0.02,1721.06,75,92,99,00011
07656,08/05/2021,07:39,65,6,2,1,0,0,0,0,0,74,76.57,27.21,8.05,7.54,15.15,60.01,0.92,99.75,0.02,295.22,75,92,99,00012
07657,08/05/2021,07:54,67,6,2,1,0,0,0,0,0,76,76.58,42.21,8.05,8.09,15.15,60.01,0.91,99.75,0.02,310.77,75,92,99,00013
07658,08/05/2021,08:09,71,8,3,1,0,0,0,0,0,83,76.59,57.21,8.05,8.24,15.15,60.01,0.91,99.75,0.02,325.93,75,91,99,00014
07659,08/05/2021,08:24,70,7,2,1,0,0,0,0,0,81,76.60,72.21,8.05,8.39,15.15,60.01,0.91,99.75,0.02,341.09,75,91,99,00015
07660,08/05/2021,08:39,71,7,2,1,0,0,0,0,0,81,76.61,87.21,8.05,8.54,15.15,60.01,0.91,99.75,0.02,356.25,75,91,99,00016
07661,08/05/2021,08:54,72,7,3,1,0,0,0,0,0,83,76.62,102.21,8.05,9.09,15.15,60.01,0.92,99.75,0.02,371.82,75,91,99,00017
07662,08/05/2021,09:09,72,6,2,1,0,0,0,0,0,82,76.63,117.21,8.05,9.24,15.15,60.01,0.92,99.75,0.02,386.98,75,92,99,00018
07663,08/05/2021,09:24,72,6,3,1,0,0,0,0,0,82,76.64,132.21,8.05,9.39,15.15,60.01,0.92,99.75,0.02,402.14,75,92,99,00019
07664,08/05/2021,09:39,77,8,3,1,0,0,0,0,0,89,76.65,147.21,8.05,9.54,15.15,60.01,0.92,99.75,0.02,417.30,75,92,99,00020
07665,08/05/2021,09:54,75,8,2,1,0,0,0,0,0,87,76.66,162.21,8.05,10.09,15.15,60.01,0.92,99.75,0.02,432.86,75,92,99,00021
07666,08/05/2021,10:09,80,8,3,2,0,0,0,0,0,94,76.67,177.21,8.05,10.24,15.15,60.01,0.92,100.75,0.02,449.02,75,92,99,00022
07667,08/05/2021,10:24,83,9,3,1,0,0,0,0,0,96,76.68,192.21,8.05,10.39,15.15,60.01,0.92,100.75,0.02,464.18,75,92,100,00023
07668,08/05/2021,10:39,79,9,3,1,0,0,0,0,0,92,76.69,207.21,8.05,10.54,15.15,60.01,0.92,100.75,0.02,479.34,75,92,100,00024
07669,08/05/2021,10:54,79,9,3,1,0,0,0,0,0,93,76.70,222.21,8.05,11.09,15.15,60.01,0.92,100.75,0.02,494.90,75,92,100,00025
07670,08/05/2021,11:09,80,9,2,1,0,0,0,0,0,93,76.71,237.21,8.05,11.24,15.15,60.01,0.91,100.75,0.02,510.05,75,92,100,00026
07671,08/05/2021,11:24,78,8,3,1,0,0,0,0,0,90,76.72,252.21,8.05,11.39,15.15,60.01,0.92,100.75,0.02,525.22,75,91,100,00027
07672,08/05/2021,11:39,86,8,3,1,0,0,0,0,0,98,76.73,267.21,8.05,11.54,15.15,60.01,0.92,100.75,0.02,540.38,75,92,100,00028
07673,08/05/2021,11:54,85,9,4,1,0,0,0,0,0,100,76.74,282.21,8.05,12.09,15.15,60.01,0.92,100.75,0.02,555.94,75,92,100,00029
07674,08/05/2021,12:09,81,9,3,0,0,0,0,0,0,94,76.75,297.21,8.05,12.24,15.15,60.01,0.92,100.75,0.02,571.10,75,92,100,00030
07675,08/05/2021,12:24,90,10,4,1,0,0,0,0,0,105,76.76,312.21,8.05,12.39,15.15,60.01,0.92,100.75,0.02,586.26,75,92,100,00031
07676,08/05/2021,12:39,89,11,3,1,0,0,0,0,0,103,76.77,327.21,8.05,12.55,15.15,60.01,0.92,100.75,0.02,601.43,75,92,100,00032
07677,08/05/2021,12:55,87,10,3,1,0,0,0,0,0,102,76.78,342.21,8.05,13.10,15.15,60.01,0.92,100.75,0.02,616.99,75,92,100,00033
07678,08/05/2021,13:10,90,11,3,1,0,0,0,0,0,104,76.79,357.21,8.05,13.25,15.15,60.01,0.92,100.75,0.02,632.15,75,92,100,00034
07679,08/05/2021,13:25,90,11,3,0,0,0,0,0,0,104,76.80,372.21,8.05,13.40,15.15,60.01,0.92,100.75,0.02,647.31,75,92,100,00035
07680,08/05/2021,13:40,83,9,2,1,0,0,0,0,0,95,76.81,387.21,8.05,13.55,15.15,60.01,0.92,100.75,0.02,662.47,75,92,100,00036
07681,08/05/2021,13:55,90,11,2,1,0,0,0,0,0,104,76.82,402.21,8.05,14.10,15.15,60.01,0.92,100.75,0.02,678.03,75,92,100,00037
07682,08/05/2021,14:10,93,11,4,1,0,0,0,0,0,109,76.83,418.21,8.05,14.25,15.15,60.01,0.92,100.75,0.02,694.19,75,92,100,00038
07683,08/05/2021,14:25,91,11,4,1,0,0,0,0,0,107,76.84,433.21,8.05,14.40,15.15,60.01,0.92,100.75,0.02,709.35,75,92,100,00039
07684,08/05/2021,14:40,91,12,3,1,0,0,0,0,0,108,76.85,448.21,8.05,14.55,15.15,60.01,0.92,100.75,0.02,724.51,75,92,100,00040
07685,08/05/2021,14:55,93,11,4,1,0,0,0,0,0,110,76.86,463.21,8.05,15.10,15.15,60.01,0.92,100.75,0.02,740.07,75,92,100,00041
07686,08/05/2021,15:10,91,12,3,1,0,0,0,0,0,108,76.87,478.21,8.05,15.25,15.15,60.01,0.92,100.75,0.02,755.23,75,92,100,00042
07687,08/05/2021,15:25,89,11,3,1,0,0,0,0,0,105,76.88,493.21,8.05,15.40,15.15,60.01,0.92,100.75,0.02,770.39,75,92,100,00043
07688,08/05/2021,15:40,91,12,3,1,0,0,0,0,0,108,76.89,508.21,8.05,15.55,15.15,60.01,0.92,100.75,0.02,785.55,75,92,100,00044
