Record Index,Date,Time,Cnts 1,Cnts 2,Cnts 3,Cnts 4,Cnts 5,Cnts 6,Cnts 7,Cnts 8,Cnts 9,Total Cnts,PPB 1,PPB 2,PPB 3,PPB 4,PPB 5,PPB 6,PPB 7,PPB 8,PPB 9,Total PPB,Flow Rate,Cell Condition,Laser Condition,Index
07643,08/05/2021,03:53,0,0,0,0,0,0,0,0,0,0,76.44,1243.21,8.05,4.08,15.10,60.01,0.74,102.75,0.02,1510.40,75,74,102,00001
07644,08/05/2021,04:08,0,0,0,0,0,0,0,0,0,0,76.45,1258.21,8.05,4.23,15.10,60.01,0.74,102.75,0.02,1525.56,75,74,102,00002
07645,08/05/2021,04:23,0,0,0,0,0,0,0,0,0,0,76.46,1273.21,8.05,4.38,15.10,60.01,0.74,102.75,0.02,1540.72,75,74,102,00003
07646,08/05/2021,04:38,0,0,0,0,0,0,0,0,0,0,76.47,1288.21,8.05,4.53,15.10,60.01,0.74,102.75,0.02,1555.88,75,74,102,00004
07647,08/05/2021,04:53,0,0,0,0,0,0,0,0,0,0,76.48,1303.21,8.05,5.08,15.10,60.01,0.74,102.75,0.02,1571.44,75,74,102,00005
07648,08/05/2021,05:08,0,0,0,0,0,0,0,0,0,0,76.49,1318.21,8.05,5.23,15.10,60.01,0.74,102.75,0.02,1586.60,75,74,102,00006
07649,08/05/2021,05:23,0,0,0,0,0,0,0,0,0,0,76.50,1333.21,8.05,5.38,15.10,60.01,0.74,102.75,0.02,1601.76,75,74,102,00007
07650,08/05/2021,05:38,0,0,0,0,0,0,0,0,0,0,76.51,1348.21,8.05,5.53,15.10,60.01,0.74,102.75,0.02,1616.92,75,74,102,00008
07651,08/05/2021,05:53,0,0,0,0,0,0,0,0,0,0,76.52,1363.21,8.05,6.08,15.10,60.01,0.74,102.75,0.02,1632.48,75,74,102,00009
07652,08/05/2021,06:08,0,0,0,0,0,0,0,0,0,0,76.53,1378.21,8.05,6.23,15.10,60.01,0.74,102.75,0.02,1647.64,75,74,102,00010
07653,08/05/2021,06:23,0,0,0,0,0,0,0,0,0,0,76.54,1393.21,8.05,6.38,15.10,60.01,0.74,102.75,0.02,1662.80,75,74,102,00011
07654,08/05/2021,06:38,0,0,0,0,0,0,0,0,0,0,76.55,1408.21,8.05,6.53,15.10,60.01,0.74,102.75,0.02,1677.96,75,74,102,00012
07655,08/05/2021,06:53,0,0,0,0,0,0,0,0,0,0,76.56,1423.21,8.05,7.08,15.10,60.01,0.74,102.75,0.02,1693.52,75,74,102,00013
07656,08/05/2021,07:08,0,0,0,0,0,0,0,0,0,0,76.57,1438.21,8.05,7.23,15.10,60.01,0.74,102.75,0.02,1708.68,75,74,102,00014
07657,08/05/2021,07:23,0,0,0,0,0,0,0,0,0,0,76.58,1453.21,8.05,7.38,15.10,60.01,0.74,102.75,0.02,1723.84,75,74,102,00015
07658,08/05/2021,07:38,0,0,0,0,0,0,0,0,0,0,76.59,27.21,8.05,7.53,15.10,60.01,0.74,102.75,0.02,298.00,75,74,102,00016
07659,08/05/2021,07:53,0,0,0,0,0,0,0,0,0,0,76.60,42.21,8.05,8.08,15.10,60.01,0.74,102.75,0.02,313.56,75,74,102,00017
07660,08/05/2021,08:08,0,0,0,0,0,0,0,0,0,0,76.61,57.21,8.05,8.23,15.10,60.01,0.74,102.75,0.02,328.72,75,74,102,00018
07661,08/05/2021,08:23,0,0,0,0,0,0,0,0,0,0,76.62,72.21,8.05,8.39,15.10,60.01,0.74,102.75,0.02,343.89,75,74,102,00019
07662,08/05/2021,08:39,0,0,0,0,0,0,0,0,0,0,76.63,87.21,8.05,8.54,15.10,60.01,0.74,102.75,0.02,359.05,75,74,102,00020
07663,08/05/2021,08:54,0,0,0,0,0,0,0,0,0,0,76.64,102.21,8.05,9.09,15.10,60.01,0.74,102.75,0.02,374.61,75,74,102,00021
07664,08/05/2021,09:09,0,0,0,0,0,0,0,0,0,0,76.65,117.21,8.05,9.24,15.10,60.01,0.75,102.75,0.02,389.78,75,74,102,00022
07665,08/05/2021,09:24,0,0,0,0,0,0,0,0,0,0,76.66,132.21,8.05,9.39,15.10,60.01,0.75,102.75,0.02,404.94,75,75,102,00023
07666,08/05/2021,09:39,0,0,0,0,0,0,0,0,0,0,76.67,147.21,8.05,9.54,15.10,60.01,0.74,102.75,0.02,420.09,75,75,102,00024
07667,08/05/2021,09:54,0,0,0,0,0,0,0,0,0,0,76.68,162.21,8.05,10.09,15.10,60.01,0.74,102.75,0.02,435.65,75,74,102,00025
07668,08/05/2021,10:09,0,0,0,0,0,0,0,0,0,0,76.69,177.21,8.05,10.24,15.10,60.01,0.74,102.75,0.02,450.81,75,74,102,00026
07669,08/05/2021,10:24,0,0,0,0,0,0,0,0,0,0,76.70,192.21,8.05,10.39,15.10,60.01,0.74,102.75,0.02,465.97,75,74,102,00027
07670,08/05/2021,10:39,0,0,0,0,0,0,0,0,0,0,76.71,207.21,8.05,10.54,15.10,60.01,0.74,102.75,0.02,481.13,75,74,102,00028
07671,08/05/2021,10:54,0,0,0,0,0,0,0,0,0,0,76.72,222.21,8.05,11.09,15.10,60.01,0.74,102.75,0.02,496.69,75,74,102,00029
07672,08/05/2021,11:09,0,0,0,0,0,0,0,0,0,0,76.73,237.21,8.05,11.24,15.10,60.01,0.74,102.75,0.02,511.85,75,74,102,00030
07673,08/05/2021,11:24,0,0,0,0,0,0,0,0,0,0,76.74,252.21,8.05,11.39,15.10,60.01,0.74,102.75,0.02,527.01,75,74,102,00031
07674,08/05/2021,11:39,0,0,0,0,0,0,0,0,0,0,76.75,267.21,8.05,11.54,15.10,60.01,0.74,102.75,0.02,542.17,75,74,102,00032
07675,08/05/2021,11:54,0,0,0,0,0,0,0,0,0,0,76.76,282.21,8.05,12.09,15.10,60.01,0.74,102.75,0.02,557.73,75,74,102,00033
07676,08/05/2021,12:09,0,0,0,0,0,0,0,0,0,0,76.77,297.21,8.05,12.24,15.10,60.01,0.74,102.75,0.02,572.89,75,74,102,00034
07677,08/05/2021,12:24,0,0,0,0,0,0,0,0,0,0,76.78,312.21,8.05,12.39,15.10,60.01,0.74,102.75,0.02,588.05,75,74,102,00035
07678,08/05/2021,12:39,0,0,0,0,0,0,0,0,0,0,76.79,327.21,8.05,12.54,15.10,60.01,0.74,102.75,0.02,603.21,75,74,102,00036
07679,08/05/2021,12:54,0,0,0,0,0,0,0,0,0,0,76.80,342.21,8.05,13.09,15.10,60.01,0.74,102.75,0.02,618.77,75,74,102,00037
07680,08/05/2021,13:09,0,0,0,0,0,0,0,0,0,0,76.81,357.21,8.05,13.24,15.10,60.01,0.74,102.75,0.02,633.93,75,74,102,00038
07681,08/05/2021,13:24,0,0,0,0,0,0,0,0,0,0,76.82,372.21,8.05,13.39,15.10,60.01,0.74,102.75,0.02,649.09,75,74,102,00039
07682,08/05/2021,13:39,0,0,0,0,0,0,0,0,0,0,76.83,387.21,8.05,13.54,15.10,60.01,0.74,102.75,0.02,664.25,75,74,102,00040
07683,08/05/2021,13:54,0,0,0,0,0,0,0,0,0,0,76.84,403.21,8.05,14.09,15.10,60.01,0.74,102.75,0.02,680.81,75,74,102,00041
07684,08/05/2021,14:09,0,0,0,0,0,0,0,0,0,0,76.85,418.21,8.05,14.24,15.10,60.01,0.74,102.75,0.02,695.97,75,74,102,00042
07685,08/05/2021,14:24,0,0,0,0,0,0,0,0,0,0,76.86,433.21,8.05,14.39,15.10,60.01,0.74,102.75,0.02,711.13,75,74,102,00043
07686,08/05/2021,14:39,0,0,0,0,0,0,0,0,0,0,76.87,448.21,8.05,14.54,15.10,60.01,0.74,102.75,0.02,726.29,75,74,102,00044
07687,08/05/2021,14:54,0,0,0,0,0,0,0,0,0,0,76.88,463.21,8.05,15.09,15.10,60.01,0.74,102.75,0.02,741.85,75,74,102,00045
07688,08/05/2021,15:09,0,0,0,0,0,0,0,0,0,0,76.89,478.21,8.05,15.24,15.10,60.01,0.74,102.75,0.02,757.01,75,74,102,00046
07689,08/05/2021,15:24,0,0,0,0,0,0,0,0,0,0,76.90,493.21,8.05,15.39,15.10,60.01,0.74,102.75,0.02,772.17,75,74,102,00047
07690,08/05/2021,15:39,0,0,0,0,0,0,0,0,0,0,76.91,508.21,8.05,15.54,15.10,60.01,0.74,102.75,0.02,787.33,75,74,102,00048
07691,08/05/2021,15:54,0,0,0,0,0,0,0,0,0,0,76.92,523.21,8.05,16.09,15.10,60.01,0.74,102.75,0.02,802.89,75,74,102,00049
07692,08/05/2021,16:09,0,0,0,0,0,0,0,0,0,0,76.93,538.21,8.05,16.24,15.10,60.01,0.74,102.75,0.02,818.05,75,74,102,00050
07693,08/05/2021,16:24,0,0,0,0,0,0,0,0,0,0,76.94,553.21,8.05,16.39,15.10,60.01,0.74,102.75,0.02,833.21,75,74,102,00051
07694,08/05/2021,16:39,0,0,0,0,0,0,0,0,0,0,76.95,568.21,8.05,16.54,15.10,60.01,0.74,102.75,0.02,848.37,75,74,102,00052
07695,08/05/2021,16:54,0,0,0,0,0,0,0,0,0,0,76.96,583.21,8.05,17.09,15.10,60.01,0.74,102.75,0.02,863.93,75,74,102,00053
07696,08/05/2021,17:09,0,0,0,0,0,0,0,0,0,0,76.97,598.21,8.05,17.24,15.10,60.01,0.74,102.75,0.02,879.09,75,74,102,00054
07697,08/05/2021,17:24,0,0,0,0,0,0,0,0,0,0,76.98,613.21,8.05,17.39,15.10,60.01,0.74,102.75,0.02,894.25,75,74,102,00055
07698,08/05/2021,17:39,0,0,0,0,0,0,0,0,0,0,76.99,628.21,8.05,17.54,15.10,60.01,0.74,102.75,0.02,909.41,75,74,102,00056
07699,08/05/2021,17:54,0,0,0,0,0,0,0,0,0,0,77.00,643.21,8.05,18.09,15.10,60.01,0.74,102.75,0.02,924.97,75,74,102,00057
07700,08/05/2021,18:09,0,0,0,0,0,0,0,0,0,0,77.01,658.21,8.05,18.24,15.10,60.01,0.74,102.75,0.02,940.13,75,74,102,00058
07701,08/05/2021,18:24,0,0,0,0,0,0,0,0,0,0,77.02,673.21,8.05,18.39,15.10,60.01,0.74,102.75,0.02,955.29,75,74,102,00059
07702,08/05/2021,18:39,0,0,0,0,0,0,0,0,0,0,77.03,688.21,8.05,18.54,15.10,60.01,0.74,102.75,0.02,970.45,75,74,102,00060
07703,08/05/2021,18:54,0,0,0,0,0,0,0,0,0,0,77.04,703.21,8.05,19.09,15.10,60.01,0.74,102.75,0.02,986.01,75,74,102,00061
07704,08/05/2021,19:09,0,0,0,0,0,0,0,0,0,0,77.05,718.21,8.05,19.24,15.10,60.01,0.74,102.75,0.02,1001.17,75,74,102,00062
07705,08/05/2021,19:24,0,0,0,0,0,0,0,0,0,0,77.06,733.21,8.05,19.39,15.10,60.01,0.74,102.75,0.02,1016.33,75,74,102,00063
07706,08/05/2021,19:39,0,0,0,0,0,0,0,0,0,0,77.07,748.21,8.05,19.54,15.10,60.01,0.74,102.75,0.02,1031.49,75,74,102,00064
07707,08/05/2021,19:54,0,0,0,0,0,0,0,0,0,0,77.08,763.21,8.05,20.09,15.10,60.01,0.74,102.75,0.02,1047.05,75,74,102,00065
07708,08/05/2021,20:09,0,0,0,0,0,0,0,0,0,0,77.09,778.21,8.05,20.24,15.10,60.01,0.74,102.75,0.02,1062.21,75,74,102,00066
07709,08/05/2021,20:24,0,0,0,0,0,0,0,0,0,0,77.10,793.21,8.05,20.39,15.10,60.01,0.74,102.75,0.02,1077.37,75,74,102,00067
07710,08/05/2021,20:39,0,0,0,0,0,0,0,0,0,0,77.11,808.21,8.05,20.54,15.10,60.01,0.74,102.75,0.02,1092.53,75,74,102,00068
07711,08/05/2021,20:54,0,0,0,0,0,0,0,0,0,0,77.12,823.21,8.05,21.09,15.10,60.01,0.74,102.75,0.02,1108.09,75,74,102,00069
07712,08/05/2021,21:09,0,0,0,0,0,0,0,0,0,0,77.13,838.21,8.05,21.24,15.10,60.01,0.75,102.75,0.02,1123.26,75,74,102,00070
07713,08/05/2021,21:24,0,0,0,0,0,0,0,0,0,0,77.14,853.21,8.05,21.39,15.10,60.01,0.75,102.75,0.02,1138.42,75,75,102,00071
07714,08/05/2021,21:39,0,0,0,0,0,0,0,0,0,0,77.15,868.21,8.05,21.54,15.10,60.01,0.75,102.75,0.02,1153.58,75,75,102,00072
07715,08/05/2021,21:54,0,0,0,0,0,0,0,0,0,0,77.16,883.21,8.05,22.09,15.10,60.01,0.75,102.75,0.02,1169.14,75,75,102,00073
07716,08/05/2021,22:09,0,0,0,0,0,0,0,0,0,0,77.17,898.21,8.05,22.24,15.10,60.01,0.75,102.75,0.02,1184.30,75,75,102,00074
07717,08/05/2021,22:24,0,0,0,0,0,0,0,0,0,0,77.18,913.21,8.05,22.39,15.10,60.01,0.75,102.75,0.02,1199.46,75,75,102,00075
07718,08/05/2021,22:39,0,0,0,0,0,0,0,0,0,0,77.19,928.21,8.05,22.54,15.10,60.01,0.75,102.75,0.02,1214.62,75,75,102,00076
07719,08/05/2021,22:54,0,0,0,0,0,0,0,0,0,0,77.20,943.21,8.05,23.10,15.10,60.01,0.75,102.75,0.02,1230.19,75,75,102,00077
07720,08/05/2021,23:10,0,0,0,0,0,0,0,0,0,0,77.21,958.21,8.05,23.25,15.10,60.01,0.75,102.75,0.02,1245.35,75,75,102,00078
07721,08/05/2021,23:25,0,0,0,0,0,0,0,0,0,0,77.22,973.21,8.05,23.40,15.10,60.01,0.74,102.75,0.02,1260.50,75,75,102,00079
07722,08/05/2021,23:40,0,0,0,0,0,0,0,0,0,0,77.23,988.21,8.05,23.55,15.10,60.01,0.75,102.75,0.02,1275.67,75,74,102,00080
07723,08/05/2021,23:55,0,0,0,0,0,0,0,0,0,0,77.24,1003.21,8.06,0.10,15.10,60.01,0.75,102.75,0.02,1267.24,75,75,102,00081
07724,08/06/2021,00:10,0,0,0,0,0,0,0,0,0,0,77.25,1018.21,8.06,0.25,15.10,60.01,0.75,102.75,0.02,1282.40,75,75,102,00082
07725,08/06/2021,00:25,0,0,0,0,0,0,0,0,0,0,77.26,1033.21,8.06,0.40,15.10,60.01,0.75,102.75,0.02,1297.56,75,75,102,00083
07726,08/06/2021,00:40,0,0,0,0,0,0,0,0,0,0,77.27,1048.21,8.06,0.55,15.10,60.01,0.75,102.75,0.02,1312.72,75,75,102,00084
07727,08/06/2021,00:55,0,0,0,0,0,0,0,0,0,0,77.28,1063.21,8.06,1.10,15.10,60.01,0.75,102.75,0.02,1328.28,75,75,102,00085
07728,08/06/2021,01:10,0,0,0,0,0,0,0,0,0,0,77.29,1078.21,8.06,1.25,15.10,60.01,0.74,102.75,0.02,1343.43,75,75,102,00086
07729,08/06/2021,01:25,0,0,0,0,0,0,0,0,0,0,77.30,1093.21,8.06,1.40,15.10,60.01,0.74,102.75,0.02,1358.59,75,74,102,00087
07730,08/06/2021,01:40,0,0,0,0,0,0,0,0,0,0,77.31,1108.21,8.06,1.55,15.10,60.01,0.74,102.75,0.02,1373.75,75,74,102,00088
07731,08/06/2021,01:55,0,0,0,0,0,0,0,0,0,0,77.32,1123.21,8.06,2.10,15.10,60.01,0.74,102.75,0.02,1389.31,75,74,102,00089
07732,08/06/2021,02:10,0,0,0,0,0,0,0,0,0,0,77.33,1138.21,8.06,2.25,15.10,60.01,0.74,102.75,0.02,1404.47,75,74,102,00090
07733,08/06/2021,02:25,0,0,0,0,0,0,0,0,0,0,77.34,1153.21,8.06,2.40,15.10,60.01,0.74,102.75,0.02,1419.63,75,74,102,00091
07734,08/06/2021,02:40,0,0,0,0,0,0,0,0,0,0,77.35,1168.21,8.06,2.55,15.10,60.01,0.74,102.75,0.02,1434.79,75,74,102,00092
07735,08/06/2021,02:55,0,0,0,0,0,0,0,0,0,0,77.36,1183.21,8.06,3.10,15.10,60.01,0.74,102.75,0.02,1450.35,75,74,102,00093
07736,08/06/2021,03:10,0,0,0,0,0,0,0,0,0,0,77.37,1198.21,8.06,3.25,15.10,60.01,0.74,102.75,0.02,1465.51,75,74,102,00094
07737,08/06/2021,03:25,0,0,0,0,0,0,0,0,0,0,77.38,1213.21,8.06,3.40,15.10,60.01,0.74,102.75,0.02,1480.67,75,74,102,00095
07738,08/06/2021,03:40,0,0,0,0,0,0,0,0,0,0,77.39,1228.21,8.06,3.55,15.10,60.01,0.75,102.75,0.02,1495.84,75,74,102,00096
07739,08/06/2021,03:55,0,0,0,0,0,0,0,0,0,0,77.40,1243.21,8.06,4.10,15.10,60.01,0.75,102.75,0.02,1511.40,75,75,102,00097
07740,08/06/2021,04:10,0,0,0,0,0,0,0,0,0,0,77.41,1258.21,8.06,4.25,15.10,60.01,0.75,102.75,0.02,1526.56,75,75,102,00098
07741,08/06/2021,04:25,0,0,0,0,0,0,0,0,0,0,77.42,1273.21,8.06,4.40,15.10,60.01,0.75,102.75,0.02,1541.72,75,75,102,00099
07742,08/06/2021,04:40,0,0,0,0,0,0,0,0,0,0,77.43,1288.21,8.06,4.55,15.10,60.01,0.75,102.75,0.02,1556.88,75,75,102,00100
07743,08/06/2021,04:55,0,0,0,0,0,0,0,0,0,0,77.44,1303.21,8.06,5.10,15.10,60.01,0.75,102.75,0.02,1572.44,75,75,102,00101
07744,08/06/2021,05:10,0,0,0,0,0,0,0,0,0,0,77.45,1319.21,8.06,5.25,15.10,60.01,0.75,102.75,0.02,1588.60,75,75,102,00102
07745,08/06/2021,05:25,0,0,0,0,0,0,0,0,0,0,77.46,1334.21,8.06,5.40,15.10,60.01,0.74,102.75,0.02,1603.75,75,75,102,00103
07746,08/06/2021,05:40,0,0,0,0,0,0,0,0,0,0,77.47,1349.21,8.06,5.55,15.10,60.01,0.74,102.75,0.02,1618.91,75,74,102,00104
07747,08/06/2021,05:55,0,0,0,0,0,0,0,0,0,0,77.48,1364.21,8.06,6.10,15.10,60.01,0.75,102.75,0.02,1634.48,75,74,102,00105
07748,08/06/2021,06:10,0,0,0,0,0,0,0,0,0,0,77.49,1379.21,8.06,6.25,15.10,60.01,0.74,102.75,0.02,1649.63,75,75,102,00106
07749,08/06/2021,06:25,0,0,0,0,0,0,0,0,0,0,77.50,1394.21,8.06,6.40,15.10,60.01,0.75,102.75,0.02,1664.80,75,74,102,00107
07750,08/06/2021,06:40,0,0,0,0,0,0,0,0,0,0,77.51,1409.21,8.06,6.55,15.10,60.01,0.75,102.75,0.02,1679.96,75,75,102,00108
07751,08/06/2021,06:55,0,0,0,0,0,0,0,0,0,0,77.52,1424.21,8.06,7.10,15.10,60.01,0.75,102.75,0.02,1695.52,75,75,102,00109
07752,08/06/2021,07:10,0,0,0,0,0,0,0,0,0,0,77.53,1439.21,8.06,7.25,15.10,60.01,0.74,102.75,0.02,1710.67,75,75,102,00110
07753,08/06/2021,07:25,0,0,0,0,0,0,0,0,0,0,77.54,1454.21,8.06,7.40,15.10,60.01,0.74,102.75,0.02,1725.83,75,74,102,00111
07754,08/06/2021,07:40,0,0,0,0,0,0,0,0,0,0,77.55,28.21,8.06,7.55,15.10,60.01,0.74,102.75,0.02,299.99,75,74,102,00112
07755,08/06/2021,07:55,0,0,0,0,0,0,0,0,0,0,77.56,43.21,8.06,8.10,15.10,60.01,0.74,102.75,0.02,315.55,75,74,102,00113
07756,08/06/2021,08:10,0,0,0,0,0,0,0,0,0,0,77.57,58.21,8.06,8.25,15.10,60.01,0.75,102.75,0.02,330.72,75,74,102,00114
07757,08/06/2021,08:25,0,0,0,0,0,0,0,0,0,0,77.58,73.21,8.06,8.40,15.10,60.01,0.74,102.75,0.02,345.87,75,75,102,00115
07758,08/06/2021,08:40,0,0,0,0,0,0,0,0,0,0,77.59,88.21,8.06,8.55,15.10,60.01,0.75,102.75,0.02,361.04,75,74,102,00116
07759,08/06/2021,08:55,0,0,0,0,0,0,0,0,0,0,77.60,103.21,8.06,9.10,15.10,60.01,0.75,102.75,0.02,376.60,75,75,102,00117
07760,08/06/2021,09:10,0,0,0,0,0,0,0,0,0,0,77.61,118.21,8.06,9.25,15.10,60.01,0.75,102.75,0.02,391.76,75,75,102,00118
07761,08/06/2021,09:25,0,0,0,0,0,0,0,0,0,0,77.62,133.21,8.06,9.40,15.10,60.01,0.75,102.75,0.02,406.92,75,75,102,00119
07762,08/06/2021,09:40,0,0,0,0,0,0,0,0,0,0,77.63,148.21,8.06,9.55,15.10,60.01,0.73,102.75,0.02,422.06,75,75,102,00120
07763,08/06/2021,09:55,0,0,0,0,0,0,0,0,0,0,77.64,163.21,8.06,10.10,15.10,60.01,0.74,102.75,0.02,437.63,75,73,102,00121
07764,08/06/2021,10:10,0,0,0,0,0,0,0,0,0,0,77.65,178.21,8.06,10.25,15.10,60.01,0.74,102.75,0.02,452.79,75,74,102,00122
07765,08/06/2021,10:25,0,0,0,0,0,0,0,0,0,0,77.66,193.21,8.06,10.40,15.10,60.01,0.74,102.75,0.02,467.95,75,74,102,00123
07766,08/06/2021,10:40,0,0,0,0,0,0,0,0,0,0,77.67,208.21,8.06,10.55,15.10,60.01,0.74,102.75,0.02,483.11,75,74,102,00124
