"filter","Date","sampledFlow","sampledDatePC","sampledDateFlow","flow","turbidity","Bin1","Bin2","Bin3","Bin4","Bin5","Bin6","Bin7","Bin8","Bin9","difference","runID","runDifference"
12,2021-04-10 08:45:00,1.108431,2021-04-10 08:39:00,2021-04-10 08:45:00,1,0.03785104,1.1355312,0.03785104,0,0,0,0,0,0,0,15,6,68
12,2021-04-10 09:00:00,1.114338,2021-04-10 08:54:00,2021-04-10 09:00:00,1,0.03785104,1.09768016,0.03785104,0,0,0,0,0,0,0,15,6,68.25
12,2021-04-10 09:15:00,1.106954,2021-04-10 09:09:00,2021-04-10 09:15:00,1,0.03785104,1.1355312,0.03785104,0,0,0,0,0,0,0,15,6,68.5
12,2021-04-10 09:30:00,1.111385,2021-04-10 09:25:00,2021-04-10 09:30:00,1,0.03785104,1.02197808,0.03785104,0,0,0,0,0,0,0,15,6,68.75
12,2021-04-10 09:45:00,1.105477,2021-04-10 09:40:00,2021-04-10 09:45:00,1,0.03785104,1.17338224,0.03785104,0,0,0,0,0,0,0,15,6,69
12,2021-04-10 10:00:00,1.101785,2021-04-10 09:55:00,2021-04-10 10:00:00,1,0.03785104,1.09768016,0.03785104,0,0,0,0,0,0,0,15,6,69.25
12,2021-04-10 10:15:00,1.118031,2021-04-10 10:10:00,2021-04-10 10:15:00,1,0.03785104,1.17338224,0.03785104,0,0,0,0,0,0,0,15,6,69.5
12,2021-04-10 10:30:00,1.098831,2021-04-10 10:25:00,2021-04-10 10:30:00,1,0.03785104,1.17338224,0.03785104,0,0,0,0,0,0,0,15,6,69.75
12,2021-04-10 10:45:00,1.106954,2021-04-10 10:40:00,2021-04-10 10:45:00,1,0.03785104,1.1355312,0.07570208,0,0,0,0,0,0,0,15,6,70
12,2021-04-10 11:00:00,1.089969,2021-04-10 10:55:00,2021-04-10 11:00:00,1,0.03785104,1.17338224,0.03785104,0,0,0,0,0,0,0,15,6,70.25
12,2021-04-10 11:15:00,1.095877,2021-04-10 11:10:00,2021-04-10 11:15:00,1,0.03785104,1.17338224,0.03785104,0,0,0,0,0,0,0,15,6,70.5
12,2021-04-10 11:30:00,1.106954,2021-04-10 11:25:00,2021-04-10 11:30:00,1,0.03785104,1.1355312,0.03785104,0,0,0,0,0,0,0,15,6,70.75
12,2021-04-10 11:45:00,1.106954,2021-04-10 11:40:00,2021-04-10 11:45:00,1,0.03785104,1.21123328,0.03785104,0,0,0,0,0,0,0,15,6,71
12,2021-04-10 12:00:00,1.099569,2021-04-10 11:55:00,2021-04-10 12:00:00,1,0.03785104,1.17338224,0.03785104,0,0,0,0,0,0,0,15,6,71.25
12,2021-04-10 12:15:00,0.2274461,2021-04-10 12:10:00,2021-04-10 12:15:00,1,0.03785104,1.21123328,0.03785104,0,0,0,0,0,0,0,8805,6,71.5
12,2021-04-16 15:00:00,1.281231,2021-04-16 15:05:00,2021-04-16 15:00:00,1,0.06959707,2.43589745,0.27838828,0.06959707,0.06959707,0,0,0,0,0,15,7,0
12,2021-04-16 15:15:00,1.301908,2021-04-16 15:20:00,2021-04-16 15:15:00,1,0.04884005,1.80708185,0.24420025,0.04884005,0,0,0,0,0,0,15,7,0.25
12,2021-04-16 15:30:00,1.303385,2021-04-16 15:35:00,2021-04-16 15:30:00,1,0.04273504,1.36752128,0.2136752,0.08547008,0,0,0,0,0,0,15,7,0.5
12,2021-04-16 15:45:00,1.293785,2021-04-16 15:50:00,2021-04-16 15:45:00,1,0.04029304,1.45054944,0.12087912,0.08058608,0,0,0,0,0,0,15,7,0.75
12,2021-04-16 16:00:00,1.287877,2021-04-16 16:05:00,2021-04-16 16:00:00,1,0.03785104,1.24908432,0.07570208,0.03785104,0,0,0,0,0,0,15,7,1
12,2021-04-16 16:15:00,1.290831,2021-04-16 16:20:00,2021-04-16 16:15:00,1,0.03785104,1.17338224,0.15140416,0.03785104,0,0,0,0,0,0,15,7,1.25
12,2021-04-16 16:30:00,1.290831,2021-04-16 16:35:00,2021-04-16 16:30:00,1,0.03663004,1.0989012,0.14652016,0.03663004,0,0,0,0,0,0,15,7,1.5
12,2021-04-16 16:45:00,1.272369,2021-04-16 16:50:00,2021-04-16 16:45:00,1,0.03663004,1.0989012,0.10989012,0.03663004,0,0,0,0,0,0,15,7,1.75
12,2021-04-16 17:00:00,1.275323,2021-04-16 17:05:00,2021-04-16 17:00:00,1,0.03540904,1.0622712,0.10622712,0.03540904,0,0,0,0,0,0,15,7,2
12,2021-04-16 17:15:00,1.301169,2021-04-16 17:20:00,2021-04-16 17:15:00,1,0.03540904,1.09768024,0.10622712,0.03540904,0,0,0,0,0,0,15,7,2.25
12,2021-04-16 17:30:00,1.303385,2021-04-16 17:35:00,2021-04-16 17:30:00,1,0.03540904,0.95604408,0.10622712,0.03540904,0,0,0,0,0,0,15,7,2.5
12,2021-04-16 17:45:00,1.281231,2021-04-16 17:50:00,2021-04-16 17:45:00,1,0.03540904,0.95604408,0.10622712,0.03540904,0,0,0,0,0,0,15,7,2.75
12,2021-04-16 18:00:00,1.292308,2021-04-16 18:05:00,2021-04-16 18:00:00,1,0.03418804,0.99145316,0.06837608,0.03418804,0,0,0,0,0,0,15,7,3
12,2021-04-16 18:15:00,1.300431,2021-04-16 18:20:00,2021-04-16 18:15:00,1,0.03418804,0.854701,0.06837608,0.03418804,0,0,0,0,0,0,15,7,3.25
12,2021-04-16 18:30:00,1.297477,2021-04-16 18:35:00,2021-04-16 18:30:00,1,0.03296703,0.69230763,0.06593406,0.03296703,0,0,0,0,0,0,15,7,3.5
12,2021-04-16 18:45:00,1.299692,2021-04-16 18:50:00,2021-04-16 18:45:00,1,0.03296703,0.72527466,0.06593406,0.03296703,0,0,0,0,0,0,15,7,3.75
12,2021-04-16 19:00:00,1.294523,2021-04-16 19:05:00,2021-04-16 19:00:00,1,0.03296703,0.69230763,0.06593406,0.03296703,0,0,0,0,0,0,15,7,4
12,2021-04-16 19:15:00,1.276061,2021-04-16 19:20:00,2021-04-16 19:15:00,1,0.03174603,0.76190472,0.09523809,0.03174603,0,0,0,0,0,0,15,7,4.25
12,2021-04-16 19:30:00,1.276061,2021-04-16 19:35:00,2021-04-16 19:30:00,1,0.03174603,0.69841266,0.06349206,0.03174603,0,0,0,0,0,0,15,7,4.5
12,2021-04-16 19:45:00,1.291569,2021-04-16 19:50:00,2021-04-16 19:45:00,1,0.03174603,0.66666663,0.06349206,0.03174603,0,0,0,0,0,0,15,7,4.75
12,2021-04-16 20:00:00,1.276061,2021-04-16 20:05:00,2021-04-16 20:00:00,1,0.03052503,0.64102563,0.06105006,0.03052503,0,0,0,0,0,0,15,7,5
12,2021-04-16 20:15:00,1.296739,2021-04-16 20:20:00,2021-04-16 20:15:00,1,0.03052503,0.64102563,0.06105006,0.03052503,0,0,0,0,0,0,15,7,5.25
12,2021-04-16 20:30:00,1.312246,2021-04-16 20:35:00,2021-04-16 20:30:00,1,0.03052503,0.6105006,0.06105006,0,0,0,0,0,0,0,15,7,5.5
12,2021-04-16 20:45:00,1.304861,2021-04-16 20:50:00,2021-04-16 20:45:00,1,0.03052503,0.6105006,0.06105006,0,0,0,0,0,0,0,15,7,5.75
12,2021-04-16 21:00:00,1.311508,2021-04-16 21:05:00,2021-04-16 21:00:00,1,0.03052503,0.67155066,0.06105006,0,0,0,0,0,0,0,15,7,6
12,2021-04-16 21:15:00,1.300431,2021-04-16 21:20:00,2021-04-16 21:15:00,1,0.02930403,0.67399269,0.05860806,0,0,0,0,0,0,0,15,7,6.25
12,2021-04-16 21:30:00,1.301908,2021-04-16 21:35:00,2021-04-16 21:30:00,1,0.02930403,0.5860806,0.05860806,0,0,0,0,0,0,0,15,7,6.5
12,2021-04-16 21:45:00,1.304123,2021-04-16 21:50:00,2021-04-16 21:45:00,1,0.02930403,0.64468866,0.05860806,0,0,0,0,0,0,0,15,7,6.75
12,2021-04-16 22:00:00,1.295262,2021-04-16 22:05:00,2021-04-16 22:00:00,1,0.02930403,0.61538463,0.05860806,0.02930403,0,0,0,0,0,0,15,7,7
12,2021-04-16 22:15:00,1.293785,2021-04-16 22:20:00,2021-04-16 22:15:00,1,0.02930403,0.5860806,0.02930403,0.02930403,0,0,0,0,0,0,15,7,7.25
12,2021-04-16 22:30:00,1.287877,2021-04-16 22:35:00,2021-04-16 22:30:00,1,0.02808303,0.5616606,0.05616606,0.02808303,0,0,0,0,0,0,15,7,7.5
12,2021-04-16 22:45:00,1.298215,2021-04-16 22:50:00,2021-04-16 22:45:00,1,0.02808303,0.53357757,0.05616606,0.02808303,0,0,0,0,0,0,15,7,7.75
12,2021-04-16 23:00:00,1.298215,2021-04-16 23:05:00,2021-04-16 23:00:00,1,0.02808303,0.58974363,0.05616606,0.02808303,0,0,0,0,0,0,15,7,8
12,2021-04-16 23:15:00,1.291569,2021-04-16 23:20:00,2021-04-16 23:15:00,1,0.02808303,0.53357757,0.05616606,0,0,0,0,0,0,0,15,7,8.25
12,2021-04-16 23:30:00,1.291569,2021-04-16 23:35:00,2021-04-16 23:30:00,1,0.02808303,0.53357757,0.02808303,0.02808303,0,0,0,0,0,0,15,7,8.5
12,2021-04-16 23:45:00,1.278277,2021-04-16 23:50:00,2021-04-16 23:45:00,1,0.02808303,0.53357757,0.05616606,0.02808303,0,0,0,0,0,0,15,7,8.75
12,2021-04-17 00:00:00,1.321846,2021-04-17 00:05:00,2021-04-17 00:00:00,1,0.02808303,0.47741151,0.02808303,0,0,0,0,0,0,0,15,7,9
12,2021-04-17 00:15:00,1.294523,2021-04-17 00:20:00,2021-04-17 00:15:00,1,0.02808303,0.5616606,0.05616606,0.02808303,0,0,0,0,0,0,15,7,9.25
12,2021-04-17 00:30:00,1.303385,2021-04-17 00:35:00,2021-04-17 00:30:00,1,0.02808303,0.44932848,0.02808303,0,0,0,0,0,0,0,15,7,9.5
12,2021-04-17 00:45:00,1.288615,2021-04-17 00:50:00,2021-04-17 00:45:00,1,0.02808303,0.5616606,0.05616606,0.02808303,0,0,0,0,0,0,15,7,9.75
12,2021-04-17 01:00:00,1.296739,2021-04-17 01:05:00,2021-04-17 01:00:00,1,0.02808303,0.47741151,0.05616606,0.02808303,0,0,0,0,0,0,15,7,10
12,2021-04-17 01:15:00,1.279754,2021-04-17 01:20:00,2021-04-17 01:15:00,1,0.02808303,0.44932848,0.02808303,0.02808303,0,0,0,0,0,0,15,7,10.25
12,2021-04-17 01:30:00,1.292308,2021-04-17 01:35:00,2021-04-17 01:30:00,1,0.02808303,0.47741151,0.02808303,0.02808303,0,0,0,0,0,0,15,7,10.5
12,2021-04-17 01:45:00,1.279015,2021-04-17 01:50:00,2021-04-17 01:45:00,1,0.02808303,0.53357757,0.05616606,0.02808303,0,0,0,0,0,0,15,7,10.75
12,2021-04-17 02:00:00,1.298215,2021-04-17 02:06:00,2021-04-17 02:00:00,1,0.02686203,0.48351654,0.05372406,0,0,0,0,0,0,0,15,7,11
12,2021-04-17 02:15:00,1.293046,2021-04-17 02:21:00,2021-04-17 02:15:00,1,0.02686203,0.48351654,0.02686203,0,0,0,0,0,0,0,15,7,11.25
12,2021-04-17 02:30:00,1.307815,2021-04-17 02:36:00,2021-04-17 02:30:00,1,0.02686203,0.48351654,0.05372406,0,0,0,0,0,0,0,15,7,11.5
12,2021-04-17 02:45:00,1.303385,2021-04-17 02:51:00,2021-04-17 02:45:00,1,0.02686203,0.45665451,0.05372406,0.02686203,0,0,0,0,0,0,15,7,11.75
12,2021-04-17 03:00:00,1.300431,2021-04-17 03:06:00,2021-04-17 03:00:00,1,0.02686203,0.42979248,0.02686203,0,0,0,0,0,0,0,15,7,12
12,2021-04-17 03:15:00,1.300431,2021-04-17 03:21:00,2021-04-17 03:15:00,1,0.02686203,0.40293045,0.02686203,0,0,0,0,0,0,0,15,7,12.25
12,2021-04-17 03:30:00,1.323323,2021-04-17 03:36:00,2021-04-17 03:30:00,1,0.02564103,0.41025648,0.02564103,0.02564103,0,0,0,0,0,0,15,7,12.5
12,2021-04-17 03:45:00,1.307077,2021-04-17 03:51:00,2021-04-17 03:45:00,1,0.02564103,0.33333339,0.05128206,0.02564103,0,0,0,0,0,0,15,7,12.75
12,2021-04-17 04:00:00,1.352862,2021-04-17 04:06:00,2021-04-17 04:00:00,1,0.02564103,0.35897442,0.05128206,0.02564103,0,0,0,0,0,0,15,7,13
12,2021-04-17 04:15:00,1.307815,2021-04-17 04:21:00,2021-04-17 04:15:00,1,0.02564103,0.43589751,0.05128206,0,0,0,0,0,0,0,15,7,13.25
12,2021-04-17 04:30:00,1.289354,2021-04-17 04:36:00,2021-04-17 04:30:00,1,0.02564103,0.43589751,0.02564103,0,0,0,0,0,0,0,15,7,13.5
12,2021-04-17 04:45:00,1.303385,2021-04-17 04:51:00,2021-04-17 04:45:00,1,0.02564103,0.41025648,0.02564103,0,0,0,0,0,0,0,15,7,13.75
12,2021-04-17 05:00:00,1.296739,2021-04-17 05:06:00,2021-04-17 05:00:00,1,0.02564103,0.41025648,0.02564103,0,0,0,0,0,0,0,15,7,14
12,2021-04-17 05:15:00,1.300431,2021-04-17 05:21:00,2021-04-17 05:15:00,1,0.02564103,0.38461545,0.02564103,0,0,0,0,0,0,0,15,7,14.25
12,2021-04-17 05:30:00,1.310031,2021-04-17 05:36:00,2021-04-17 05:30:00,1,0.02564103,0.35897442,0.02564103,0,0,0,0,0,0,0,15,7,14.5
12,2021-04-17 05:45:00,1.321108,2021-04-17 05:51:00,2021-04-17 05:45:00,1,0.02564103,0.41025648,0.02564103,0,0,0,0,0,0,0,15,7,14.75
12,2021-04-17 06:00:00,1.315938,2021-04-17 06:06:00,2021-04-17 06:00:00,1,0.02564103,0.41025648,0.02564103,0,0,0,0,0,0,0,15,7,15
12,2021-04-17 06:15:00,1.284185,2021-04-17 06:21:00,2021-04-17 06:15:00,1,0.02564103,0.33333339,0.02564103,0,0,0,0,0,0,0,15,7,15.25
12,2021-04-17 06:30:00,1.312246,2021-04-17 06:36:00,2021-04-17 06:30:00,1,0.02564103,0.43589751,0.05128206,0.02564103,0,0,0,0,0,0,15,7,15.5
12,2021-04-17 06:45:00,1.298954,2021-04-17 06:51:00,2021-04-17 06:45:00,1,0.02564103,0.35897442,0.05128206,0,0,0,0,0,0,0,15,7,15.75
12,2021-04-17 07:00:00,1.302646,2021-04-17 07:06:00,2021-04-17 07:00:00,1,0.02564103,0.41025648,0.05128206,0,0,0,0,0,0,0,15,7,16
12,2021-04-17 07:15:00,1.301169,2021-04-17 07:21:00,2021-04-17 07:15:00,1,0.02564103,0.41025648,0.02564103,0,0,0,0,0,0,0,15,7,16.25
12,2021-04-17 07:30:00,1.306338,2021-04-17 07:36:00,2021-04-17 07:30:00,1,0.02564103,0.41025648,0.02564103,0,0,0,0,0,0,0,15,7,16.5
12,2021-04-17 07:45:00,1.290831,2021-04-17 07:51:00,2021-04-17 07:45:00,1,0.02564103,0.41025648,0.02564103,0.02564103,0,0,0,0,0,0,15,7,16.75
12,2021-04-17 08:00:00,1.288615,2021-04-17 08:06:00,2021-04-17 08:00:00,1,0.02564103,0.41025648,0.02564103,0,0,0,0,0,0,0,15,7,17
12,2021-04-17 08:15:00,1.292308,2021-04-17 08:21:00,2021-04-17 08:15:00,1,0.02564103,0.41025648,0.05128206,0,0,0,0,0,0,0,15,7,17.25
12,2021-04-17 08:30:00,1.303385,2021-04-17 08:36:00,2021-04-17 08:30:00,1,0.02564103,0.41025648,0.02564103,0,0,0,0,0,0,0,15,7,17.5
12,2021-04-17 08:45:00,1.300431,2021-04-17 08:51:00,2021-04-17 08:45:00,1,0.02564103,0.38461545,0.02564103,0,0,0,0,0,0,0,15,7,17.75
12,2021-04-17 09:00:00,1.293785,2021-04-17 09:06:00,2021-04-17 09:00:00,1,0.02564103,0.35897442,0.02564103,0,0,0,0,0,0,0,15,7,18
12,2021-04-17 09:15:00,1.276061,2021-04-17 09:21:00,2021-04-17 09:15:00,1,0.02442002,0.3663003,0.02442002,0,0,0,0,0,0,0,15,7,18.25
12,2021-04-17 09:30:00,1.293046,2021-04-17 09:36:00,2021-04-17 09:30:00,1,0.02442002,0.29304024,0.02442002,0,0,0,0,0,0,0,15,7,18.5
12,2021-04-17 09:45:00,1.2864,2021-04-17 09:51:00,2021-04-17 09:45:00,1,0.02442002,0.26862022,0.02442002,0,0,0,0,0,0,0,15,7,18.75
12,2021-04-17 10:00:00,1.284923,2021-04-17 10:06:00,2021-04-17 10:00:00,1,0.02564103,0.30769236,0.05128206,0.02564103,0,0,0,0,0,0,15,7,19
12,2021-04-17 10:15:00,1.284185,2021-04-17 10:21:00,2021-04-17 10:15:00,1,0.02442002,0.2442002,0.02442002,0,0,0,0,0,0,0,15,7,19.25
12,2021-04-17 10:30:00,0.9939692,2021-04-17 10:36:00,2021-04-17 10:30:00,1,0.02564103,0.35897442,0.05128206,0,0,0,0,0,0,0,15,7,19.5
12,2021-04-17 10:45:00,1.002831,2021-04-17 10:51:00,2021-04-17 10:45:00,1,0.02564103,0.30769236,0.02564103,0,0,0,0,0,0,0,15,7,19.75
12,2021-04-17 11:00:00,0.9917538,2021-04-17 11:06:00,2021-04-17 11:00:00,1,0.02564103,0.35897442,0.02564103,0,0,0,0,0,0,0,15,7,20
12,2021-04-17 11:15:00,1.218462,2021-04-17 11:21:00,2021-04-17 11:15:00,1,0.02564103,0.33333339,0.05128206,0,0,0,0,0,0,0,15,7,20.25
12,2021-04-17 11:30:00,1.210338,2021-04-17 11:36:00,2021-04-17 11:30:00,1,0.02442002,0.31746026,0.02442002,0.02442002,0,0,0,0,0,0,15,7,20.5
12,2021-04-17 11:45:00,1.202215,2021-04-17 11:51:00,2021-04-17 11:45:00,1,0.02442002,0.39072032,0.02442002,0,0,0,0,0,0,0,15,7,20.75
12,2021-04-17 12:00:00,1.200738,2021-04-17 12:06:00,2021-04-17 12:00:00,1,0.02442002,0.31746026,0.02442002,0,0,0,0,0,0,0,15,7,21
12,2021-04-17 12:15:00,1.222892,2021-04-17 12:21:00,2021-04-17 12:15:00,1,0.02564103,0.33333339,0.02564103,0,0,0,0,0,0,0,15,7,21.25
12,2021-04-17 12:30:00,1.197046,2021-04-17 12:36:00,2021-04-17 12:30:00,1,0.02564103,0.35897442,0.02564103,0,0,0,0,0,0,0,15,7,21.5
12,2021-04-17 12:45:00,1.189662,2021-04-17 12:51:00,2021-04-17 12:45:00,1,0.02564103,0.33333339,0.02564103,0,0,0,0,0,0,0,15,7,21.75
12,2021-04-17 13:00:00,1.212554,2021-04-17 13:06:00,2021-04-17 13:00:00,1,0.02564103,0.30769236,0.02564103,0,0,0,0,0,0,0,15,7,22
12,2021-04-17 13:15:00,1.205908,2021-04-17 13:21:00,2021-04-17 13:15:00,1,0.02564103,0.35897442,0.02564103,0,0,0,0,0,0,0,15,7,22.25
12,2021-04-17 13:30:00,1.222154,2021-04-17 13:36:00,2021-04-17 13:30:00,1,0.02564103,0.41025648,0.02564103,0,0,0,0,0,0,0,15,7,22.5
12,2021-04-17 13:45:00,1.2192,2021-04-17 13:51:00,2021-04-17 13:45:00,1,0.02564103,0.38461545,0.02564103,0.02564103,0,0,0,0,0,0,15,7,22.75
12,2021-04-17 14:00:00,1.204431,2021-04-17 14:06:00,2021-04-17 14:00:00,1,0.02564103,0.43589751,0.02564103,0,0,0,0,0,0,0,15,7,23
12,2021-04-17 14:15:00,1.2576,2021-04-17 14:21:00,2021-04-17 14:15:00,1,0.02564103,0.35897442,0.05128206,0,0,0,0,0,0,0,15,7,23.25
12,2021-04-17 14:30:00,1.308554,2021-04-17 14:36:00,2021-04-17 14:30:00,1,0.02564103,0.35897442,0.02564103,0,0,0,0,0,0,0,15,7,23.5
12,2021-04-17 14:45:00,1.3056,2021-04-17 14:51:00,2021-04-17 14:45:00,1,0.02564103,0.38461545,0.02564103,0,0,0,0,0,0,0,15,7,23.75
12,2021-04-17 15:00:00,1.318154,2021-04-17 15:06:00,2021-04-17 15:00:00,1,0.02564103,0.30769236,0.05128206,0,0,0,0,0,0,0,15,7,24
12,2021-04-17 15:15:00,1.313723,2021-04-17 15:21:00,2021-04-17 15:15:00,1,0.02564103,0.35897442,0,0,0,0,0,0,0,0,15,7,24.25
12,2021-04-17 15:30:00,1.300431,2021-04-17 15:36:00,2021-04-17 15:30:00,1,0.02564103,0.33333339,0.02564103,0,0,0,0,0,0,0,15,7,24.5
12,2021-04-17 15:45:00,1.301169,2021-04-17 15:51:00,2021-04-17 15:45:00,1,0.02564103,0.33333339,0.02564103,0,0,0,0,0,0,0,15,7,24.75
12,2021-04-17 16:00:00,1.298954,2021-04-17 16:06:00,2021-04-17 16:00:00,1,0.02564103,0.30769236,0.02564103,0,0,0,0,0,0,0,15,7,25
12,2021-04-17 16:15:00,1.313723,2021-04-17 16:21:00,2021-04-17 16:15:00,1,0.02564103,0.33333339,0.02564103,0,0,0,0,0,0,0,15,7,25.25
12,2021-04-17 16:30:00,1.2864,2021-04-17 16:37:00,2021-04-17 16:30:00,1,0.02564103,0.30769236,0.02564103,0,0,0,0,0,0,0,15,7,25.5
12,2021-04-17 16:45:00,1.300431,2021-04-17 16:52:00,2021-04-17 16:45:00,1,0.02564103,0.33333339,0.05128206,0,0,0,0,0,0,0,15,7,25.75
12,2021-04-17 17:00:00,1.307077,2021-04-17 17:07:00,2021-04-17 17:00:00,1,0.02564103,0.30769236,0.02564103,0,0,0,0,0,0,0,15,7,26
12,2021-04-17 17:15:00,1.307815,2021-04-17 17:22:00,2021-04-17 17:15:00,1,0.02564103,0.33333339,0.02564103,0.02564103,0,0,0,0,0,0,15,7,26.25
12,2021-04-17 17:30:00,1.303385,2021-04-17 17:37:00,2021-04-17 17:30:00,1,0.02564103,0.30769236,0.02564103,0,0,0,0,0,0,0,15,7,26.5
12,2021-04-17 17:45:00,1.304123,2021-04-17 17:52:00,2021-04-17 17:45:00,1,0.02564103,0.35897442,0.02564103,0,0,0,0,0,0,0,15,7,26.75
12,2021-04-17 18:00:00,1.294523,2021-04-17 18:07:00,2021-04-17 18:00:00,1,0.02564103,0.30769236,0.02564103,0,0,0,0,0,0,0,15,7,27
12,2021-04-17 18:15:00,1.310031,2021-04-17 18:22:00,2021-04-17 18:15:00,1,0.02564103,0.28205133,0.02564103,0,0,0,0,0,0,0,15,7,27.25
12,2021-04-17 18:30:00,1.307077,2021-04-17 18:37:00,2021-04-17 18:30:00,1,0.02564103,0.30769236,0.02564103,0,0,0,0,0,0,0,15,7,27.5
12,2021-04-17 18:45:00,1.301908,2021-04-17 18:52:00,2021-04-17 18:45:00,1,0.02442002,0.29304024,0.02442002,0,0,0,0,0,0,0,15,7,27.75
12,2021-04-17 19:00:00,1.298954,2021-04-17 19:07:00,2021-04-17 19:00:00,1,0.02564103,0.30769236,0.02564103,0,0,0,0,0,0,0,15,7,28
12,2021-04-17 19:15:00,1.285661,2021-04-17 19:22:00,2021-04-17 19:15:00,1,0.02564103,0.28205133,0.02564103,0,0,0,0,0,0,0,15,7,28.25
12,2021-04-17 19:30:00,1.311508,2021-04-17 19:37:00,2021-04-17 19:30:00,1,0.02564103,0.28205133,0.02564103,0,0,0,0,0,0,0,15,7,28.5
12,2021-04-17 19:45:00,1.306338,2021-04-17 19:52:00,2021-04-17 19:45:00,1,0.02564103,0.28205133,0.02564103,0,0,0,0,0,0,0,15,7,28.75
12,2021-04-17 20:00:00,1.304861,2021-04-17 20:07:00,2021-04-17 20:00:00,1,0.02564103,0.28205133,0,0,0,0,0,0,0,0,15,7,29
12,2021-04-17 20:15:00,1.298215,2021-04-17 20:22:00,2021-04-17 20:15:00,1,0.02442002,0.26862022,0.02442002,0,0,0,0,0,0,0,15,7,29.25
12,2021-04-17 20:30:00,1.309292,2021-04-17 20:37:00,2021-04-17 20:30:00,1,0.02564103,0.28205133,0.02564103,0,0,0,0,0,0,0,15,7,29.5
12,2021-04-17 20:45:00,1.304123,2021-04-17 20:52:00,2021-04-17 20:45:00,1,0.02442002,0.26862022,0.02442002,0,0,0,0,0,0,0,15,7,29.75
12,2021-04-17 21:00:00,1.296,2021-04-17 21:07:00,2021-04-17 21:00:00,1,0.02442002,0.26862022,0.02442002,0,0,0,0,0,0,0,15,7,30
12,2021-04-17 21:15:00,1.289354,2021-04-17 21:22:00,2021-04-17 21:15:00,1,0.02442002,0.2442002,0.02442002,0,0,0,0,0,0,0,15,7,30.25
12,2021-04-17 21:30:00,1.287877,2021-04-17 21:37:00,2021-04-17 21:30:00,1,0.02442002,0.26862022,0.02442002,0,0,0,0,0,0,0,15,7,30.5
12,2021-04-17 21:45:00,1.301908,2021-04-17 21:52:00,2021-04-17 21:45:00,1,0.02442002,0.2442002,0.02442002,0,0,0,0,0,0,0,15,7,30.75
12,2021-04-17 22:00:00,1.298215,2021-04-17 22:07:00,2021-04-17 22:00:00,1,0.02564103,0.33333339,0.02564103,0,0,0,0,0,0,0,15,7,31
12,2021-04-17 22:15:00,1.298215,2021-04-17 22:22:00,2021-04-17 22:15:00,1,0.02442002,0.2442002,0,0,0,0,0,0,0,0,15,7,31.25
12,2021-04-17 22:30:00,1.306338,2021-04-17 22:37:00,2021-04-17 22:30:00,1,0.02442002,0.21978018,0.02442002,0,0,0,0,0,0,0,15,7,31.5
12,2021-04-17 22:45:00,1.298954,2021-04-17 22:52:00,2021-04-17 22:45:00,1,0.02442002,0.29304024,0.02442002,0,0,0,0,0,0,0,15,7,31.75
12,2021-04-17 23:00:00,1.3056,2021-04-17 23:07:00,2021-04-17 23:00:00,1,0.02442002,0.29304024,0.02442002,0,0,0,0,0,0,0,15,7,32
12,2021-04-17 23:15:00,1.300431,2021-04-17 23:22:00,2021-04-17 23:15:00,1,0.02442002,0.2442002,0.02442002,0,0,0,0,0,0,0,15,7,32.25
12,2021-04-17 23:30:00,1.287138,2021-04-17 23:37:00,2021-04-17 23:30:00,1,0.02442002,0.26862022,0.02442002,0,0,0,0,0,0,0,15,7,32.5
12,2021-04-17 23:45:00,1.282708,2021-04-17 23:52:00,2021-04-17 23:45:00,1,0.02442002,0.29304024,0.02442002,0,0,0,0,0,0,0,15,7,32.75
12,2021-04-18 00:00:00,1.300431,2021-04-18 00:07:00,2021-04-18 00:00:00,1,0.02442002,0.2442002,0,0,0,0,0,0,0,0,15,7,33
12,2021-04-18 00:15:00,1.310031,2021-04-18 00:22:00,2021-04-18 00:15:00,1,0.02442002,0.26862022,0.02442002,0,0,0,0,0,0,0,15,7,33.25
12,2021-04-18 00:30:00,1.310031,2021-04-18 00:37:00,2021-04-18 00:30:00,1,0.02442002,0.26862022,0.02442002,0,0,0,0,0,0,0,15,7,33.5
12,2021-04-18 00:45:00,1.3152,2021-04-18 00:52:00,2021-04-18 00:45:00,1,0.02442002,0.2442002,0.02442002,0,0,0,0,0,0,0,15,7,33.75
12,2021-04-18 01:00:00,1.318154,2021-04-18 01:07:00,2021-04-18 01:00:00,1,0.02442002,0.2442002,0.02442002,0,0,0,0,0,0,0,15,7,34
12,2021-04-18 01:15:00,1.321108,2021-04-18 01:22:00,2021-04-18 01:15:00,1,0.02442002,0.21978018,0.02442002,0,0,0,0,0,0,0,15,7,34.25
12,2021-04-18 01:30:00,1.300431,2021-04-18 01:37:00,2021-04-18 01:30:00,1,0.02442002,0.2442002,0.02442002,0,0,0,0,0,0,0,15,7,34.5
12,2021-04-18 01:45:00,1.292308,2021-04-18 01:52:00,2021-04-18 01:45:00,1,0.02442002,0.21978018,0.02442002,0,0,0,0,0,0,0,15,7,34.75
12,2021-04-18 02:00:00,1.237662,2021-04-18 02:07:00,2021-04-18 02:00:00,1,0.02442002,0.21978018,0.02442002,0,0,0,0,0,0,0,15,7,35
