Record Index,Date,Time,Cnts 1,Cnts 2,Cnts 3,Cnts 4,Cnts 5,Cnts 6,Cnts 7,Cnts 8,Cnts 9,Total Cnts,PPB 1,PPB 2,PPB 3,PPB 4,PPB 5,PPB 6,PPB 7,PPB 8,PPB 9,Total PPB,Flow Rate,Cell Condition,Laser Condition,Index
06278,07/21/2021,20:50,14,5,1,0,0,0,0,0,0,20,62.79,454.21,7.21,21.05,15.15,60.01,0.81,100.75,0.02,722.00,75,81,100,00001
06279,07/21/2021,21:05,14,4,1,0,0,0,0,0,0,19,62.80,469.21,7.21,21.20,15.15,60.01,0.81,100.75,0.02,737.16,75,81,100,00002
06280,07/21/2021,21:20,15,6,0,0,0,0,0,0,0,22,62.81,484.21,7.21,21.35,15.15,60.01,0.80,100.75,0.02,752.31,75,81,100,00003
06281,07/21/2021,21:35,14,5,0,0,0,0,0,0,0,19,62.82,499.21,7.21,21.50,15.15,60.01,0.80,100.75,0.02,767.47,75,80,100,00004
06282,07/21/2021,21:50,13,5,1,0,0,0,0,0,0,19,62.83,514.21,7.21,22.05,15.15,60.01,0.81,100.75,0.02,783.04,75,80,100,00005
06283,07/21/2021,22:05,12,5,0,0,0,0,0,0,0,18,62.84,529.21,7.21,22.20,15.15,60.01,0.81,100.75,0.02,798.20,75,81,100,00006
06284,07/21/2021,22:20,15,7,1,0,0,0,0,0,0,22,62.85,544.21,7.21,22.35,15.15,60.01,0.81,100.75,0.02,813.36,75,81,100,00007
06285,07/21/2021,22:35,16,7,0,0,0,0,0,0,0,23,62.86,559.21,7.21,22.50,15.15,60.01,0.81,100.75,0.02,828.52,75,81,100,00008
06286,07/21/2021,22:50,14,5,0,0,0,0,0,0,0,19,62.87,574.21,7.21,23.05,15.15,60.01,0.80,100.75,0.02,844.07,75,81,100,00009
06287,07/21/2021,23:05,14,5,1,0,0,0,0,0,0,20,62.88,589.21,7.21,23.20,15.15,60.01,0.81,100.75,0.02,859.24,75,80,100,00010
06288,07/21/2021,23:20,13,5,1,0,0,0,0,0,0,19,62.89,604.21,7.21,23.35,15.15,60.01,0.80,100.75,0.02,874.39,75,81,100,00011
06289,07/21/2021,23:35,15,4,1,0,0,0,0,0,0,20,62.90,619.21,7.21,23.50,15.15,60.01,0.80,100.75,0.02,889.55,75,80,100,00012
06290,07/21/2021,23:50,12,5,1,0,0,0,0,0,0,18,62.91,634.21,7.22,0.05,15.15,60.01,0.80,100.75,0.02,881.12,75,80,100,00013
06291,07/22/2021,00:05,13,4,1,0,0,0,0,0,0,18,62.92,649.21,7.22,0.20,15.15,60.01,0.80,100.75,0.02,896.28,75,80,100,00014
06292,07/22/2021,00:20,14,5,1,0,0,0,0,0,0,19,62.93,664.21,7.22,0.35,15.15,60.01,0.80,100.75,0.02,911.44,75,80,100,00015
06293,07/22/2021,00:35,14,4,1,0,0,0,0,0,0,19,62.94,679.21,7.22,0.50,15.15,60.01,0.80,100.75,0.02,926.60,75,80,100,00016
06294,07/22/2021,00:50,16,5,1,0,0,0,0,0,0,22,62.95,694.21,7.22,1.05,15.15,60.01,0.80,100.75,0.02,942.16,75,80,100,00017
06295,07/22/2021,01:05,15,6,0,0,0,0,0,0,0,21,62.96,709.21,7.22,1.20,15.15,60.01,0.80,100.75,0.02,957.32,75,80,100,00018
06296,07/22/2021,01:20,13,5,0,0,0,0,0,0,0,18,62.97,724.21,7.22,1.35,15.15,60.01,0.80,100.75,0.02,972.48,75,80,100,00019
06297,07/22/2021,01:35,13,5,1,0,0,0,0,0,0,19,62.98,739.21,7.22,1.50,15.15,60.01,0.80,100.75,0.02,987.64,75,80,100,00020
06298,07/22/2021,01:50,14,5,1,0,0,0,0,0,0,20,62.99,754.21,7.22,2.05,15.15,60.01,0.80,100.75,0.02,1003.20,75,80,100,00021
06299,07/22/2021,02:05,13,9,1,0,0,0,0,0,0,23,63.00,769.21,7.22,2.20,15.15,60.01,0.80,100.75,0.02,1018.36,75,80,100,00022
06300,07/22/2021,02:20,10,4,0,0,0,0,0,0,0,15,63.01,784.21,7.22,2.35,15.15,60.01,0.80,100.75,0.02,1033.52,75,80,100,00023
06301,07/22/2021,02:35,13,8,1,0,0,0,0,0,0,22,63.02,799.21,7.22,2.50,15.15,60.01,0.79,100.75,0.02,1048.67,75,80,100,00024
06302,07/22/2021,02:50,12,4,1,0,0,0,0,0,0,18,63.03,814.21,7.22,3.05,15.15,60.01,0.79,100.75,0.02,1064.23,75,79,100,00025
06303,07/22/2021,03:05,11,5,0,0,0,0,0,0,0,16,63.04,829.21,7.22,3.21,15.15,60.01,0.79,100.75,0.02,1079.40,75,79,100,00026
06304,07/22/2021,03:21,13,7,1,0,0,0,0,0,0,20,63.05,844.21,7.22,3.36,15.15,60.01,0.79,100.75,0.02,1094.56,75,79,100,00027
06305,07/22/2021,03:36,11,6,0,0,0,0,0,0,0,18,63.06,859.21,7.22,3.51,15.15,60.01,0.79,100.75,0.02,1109.72,75,79,100,00028
06306,07/22/2021,03:51,13,6,1,0,0,0,0,0,0,20,63.07,874.21,7.22,4.06,15.15,60.01,0.79,100.75,0.02,1125.28,75,79,100,00029
06307,07/22/2021,04:06,13,5,1,0,0,0,0,0,0,20,63.08,889.21,7.22,4.21,15.15,60.01,0.79,100.75,0.02,1140.44,75,79,100,00030
