Record Index,Date,Time,Cnts 1,Cnts 2,Cnts 3,Cnts 4,Cnts 5,Cnts 6,Cnts 7,Cnts 8,Cnts 9,Total Cnts,PPB 1,PPB 2,PPB 3,PPB 4,PPB 5,PPB 6,PPB 7,PPB 8,PPB 9,Total PPB,Flow Rate,Cell Condition,Laser Condition,Index
12864,07/02/2021,17:44,40,5,2,0,0,0,0,0,0,47,128.65,667.21,7.02,17.59,15.15,60.01,0.88,100.75,0.02,997.28,75,88,100,00002
12865,07/02/2021,17:59,42,6,3,0,0,0,0,0,0,51,128.66,682.21,7.02,18.14,15.15,60.01,0.88,100.75,0.02,1012.84,75,88,100,00003
12866,07/02/2021,18:14,40,5,1,0,0,0,0,0,0,46,128.67,697.21,7.02,18.29,15.15,60.01,0.88,100.75,0.02,1028.00,75,88,100,00004
12867,07/02/2021,18:29,40,5,2,0,0,0,0,0,0,48,128.68,712.21,7.02,18.44,15.15,60.01,0.88,100.75,0.02,1043.16,75,88,100,00005
12868,07/02/2021,18:44,41,7,2,0,0,0,0,0,0,50,128.69,727.21,7.02,18.59,15.15,60.01,0.88,100.75,0.02,1058.32,75,88,100,00006
12869,07/02/2021,18:59,42,6,2,0,0,0,0,0,0,49,128.70,743.21,7.02,19.15,15.15,60.01,0.88,100.75,0.02,1074.89,75,88,100,00007
12870,07/02/2021,19:15,41,6,2,0,0,0,0,0,0,49,128.71,758.21,7.02,19.30,15.15,60.01,0.88,100.75,0.02,1090.05,75,88,100,00008
12871,07/02/2021,19:30,42,6,2,1,0,0,0,0,0,50,128.72,773.21,7.02,19.45,15.15,60.01,0.88,100.75,0.02,1105.21,75,88,100,00009
12872,07/02/2021,19:45,42,5,2,0,0,0,0,0,0,49,128.73,788.21,7.02,20.00,15.15,60.01,0.88,100.75,0.02,1120.77,75,88,100,00010
12873,07/02/2021,20:00,40,7,2,0,0,0,0,0,0,50,128.74,803.21,7.02,20.15,15.15,60.01,0.89,100.75,0.02,1135.94,75,88,100,00011
12874,07/02/2021,20:15,47,6,3,1,0,0,0,0,0,57,128.75,818.21,7.02,20.30,15.15,60.01,0.89,100.75,0.02,1151.10,75,89,100,00012
12875,07/02/2021,20:30,47,5,2,0,0,0,0,0,0,54,128.76,833.21,7.02,20.45,15.15,60.01,0.89,100.75,0.02,1166.26,75,89,100,00013
12876,07/02/2021,20:45,41,6,1,0,0,0,0,0,0,49,128.77,848.21,7.02,21.00,15.15,60.01,0.89,100.75,0.02,1181.82,75,89,100,00014
12877,07/02/2021,21:00,44,5,2,0,0,0,0,0,0,51,128.78,863.21,7.02,21.15,15.15,60.01,0.89,100.75,0.02,1196.98,75,89,100,00015
12878,07/02/2021,21:15,42,6,2,0,0,0,0,0,0,50,128.79,878.21,7.02,21.30,15.15,60.01,0.89,100.75,0.02,1212.14,75,89,100,00016
12879,07/02/2021,21:30,39,6,2,0,0,0,0,0,0,48,128.80,893.21,7.02,21.45,15.15,60.01,0.89,100.75,0.02,1227.30,75,89,100,00017
